Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Scuderia Redini Lunghe Di Elio Vitton Mea,Agenzia di noleggio auto,,333 214 4140,"Corso Vittorio Veneto, 49",Rivarolo Canavese,,,,,,,,,,,
Autonoleggio Conto Di Fiorenzo Conto con Autista,Agenzia di noleggio auto,http://www.contofiorenzo.com,0124 501083,"Via Agliè, 27",Bairo,,contofiorenzo@gmail.com,https,Wix,No,Google LLC,62,90,100.00,Sì,No
Hertz Autonoleggio - Biella - Via Trieste 10,Agenzia di noleggio auto,,015 20492,"Via Trieste, 10",Biella,,,,,,,,,,,
Autonoleggio con e senza autista,Agenzia di noleggio auto,http://www.autonoleggiocanevarolo.com,015 849 5390,"Str. Campagne, 6",Biella,,,https,Angular,Sì,Aruba S.p.A.,66,73,100.00,Sì,No
Muscato Noleggi Rivarolo Canavese,Agenzia di noleggio auto,https://www.muscato.it,800 034 441,"Strada Provinciale 53, Km 12",Caluso,,info@muscato.it,https,React,Sì,Aruba S.p.A.,56,92,92.00,Sì,No
Energy Rent Acqui Terme,Agenzia di noleggio auto,http://www.energyrent.it,328 839 1990,"Via Alcide De Gasperi, 56",Acqui Terme,,,https,Shopify,No,OVH SAS,0,72,0.00,Sì,No
Ellevì Autonoleggio,Agenzia di noleggio auto,,328 740 7514,"S.da alle Filature, 11",Biella,,,,,,,,,,,
Autonoleggio Salarent,Agenzia di noleggio auto,,0141 531215,"Piazzale Vittoria, 13",Asti,,,,,,,,,,,
Racing Legends,Agenzia di noleggio auto,https://www.racinglegends.it,335 674 7497,"Via Circonvallazione, 93",Acqui Terme,,,https,WordPress,No,arsys.es,77,98,85.00,Sì,No
Vela Srl,Agenzia di noleggio auto,,0141 476140,"Corso Alessandria, 371",Asti,,,,,,,,,,,
Avis Autonoleggio - Biella,Agenzia di noleggio auto,,015 20260,"Perm Closed, Via Gera, 5",Biella,,,,,,,,,,,
Locauto,Agenzia di noleggio auto,,015 849 3710,"Corso Europa, 6",Biella,,,,,,,,,,,
Squillari Bus,Agenzia di noleggio auto,,0141 959127,"Corso Alessandria, 195",Mombercelli,,,,,,,,,,,
Thrifty Autonoleggio - Asti,Agenzia di noleggio auto,,0141 230517,"Corso Alessandria, 137",Asti,,,,,,,,,,,
Noleggio Auto e Furgoni Maggiore AmicoBlu - Alba,Agenzia di noleggio auto,,0173 34446,"Viale Torino, 14D",Alba,,,,,,,,,,,
Siat S.r.l.,Agenzia di noleggio auto,,335 640 0866,Strada Castagnazza 18/a Unità locale e sede amministrativa,Castel Rocchero,,,,,,,,,,,
Noleggi Generali,Agenzia di noleggio auto,http://www.noleggigenerali.it,0141 212331,"Corso Torino, 374",Asti,,noleggigenerali@gmail.com,https,React,No,Aruba S.p.A.,55,67,83.00,Sì,No
Leasys Asti,Agenzia di noleggio auto,,0141 231991,"Corso Torino, 117",Asti,,,,,,,,,,,
Hertz Autonoleggio,Agenzia di noleggio auto,,011 567 8166,"Strada San Maurizio Canavese, 12",Caselle Torinese,,,,,,,,,,,
C.A.A.R.P. Car Bus services,Agenzia di noleggio auto,,011 247 2072,"Via Luigi Santagata, 33",Torino,,,,,,,,,,,
Sixt Noleggio Auto e Noleggio Furgoni Torino Stazione Porta Nuova,Agenzia di noleggio auto,,02 9475 7979,"Interno stazione, Via Paolo Sacchi, 1",Torino,,,,,,,,,,,
RentExpress di Sarto Andrea,Agenzia di noleggio auto,http://rentexpressas.it,351 408 8766,Frazione Mombarone,Asti,,webmaster@localweb.it,https,WordPress,No,TransIP BV,100,100,50.00,Sì,No
Hertz Autonoleggio - Turin Porta Susa Railway Station - Corso Bolzano 14i,Agenzia di noleggio auto,,348 123 6396,"Stazione Porta Susa, Corso Bolzano, 14i",Torino,,,,,,,,,,,
Enterprise Rent-A-Car,Agenzia di noleggio auto,https://www.enterpriserentacar.it/it/noleggio-di-auto/locations/italy/asti-llbf.html,0141 479720,"Via Del Lavoro, 46/48",Asti,,nosub_enerpriserentalcar@lexisnexis.com,https,React,No,Akamai Technologies,42,25,92.00,Sì,No
AB RENTAL & AB CAR- Noleggio e Vendita Auto,Agenzia di noleggio auto,https://www.abrental.it,011 1875 5048,"Viale Castelfidardo, 4",Pinerolo,,noleggio@abrental.it,https,Joomla,No,Aruba S.p.A.,57,77,75.00,Sì,No
Autonoleggio Cerutti Mario,Agenzia di noleggio auto,,338 119 0620,"Via dell'Acquedotto, 8",Monvalle,,,,,,,,,,,
NCC TORINO - Noleggio Auto - Agenzia Viaggi - Autonoleggio MORTARA,Agenzia di noleggio auto,http://www.autonoleggiomortara.it,011 945 0057,"Via Tazio Nuvolari, 13",Santena,,info@autonoleggiomortara.it,https,Shopify,No,Aruba S.p.A.,47,74,92.00,Sì,No
Autoservice Biella,Agenzia di noleggio auto,http://www.biellacentro.com,335 788 6397,"Via Ivrea, 6",Biella,,info@biellacentro.com,http,WordPress,No,Tiscali SpA,48,75,54.00,Sì,No
Ncc taxi barolo tour,Agenzia di noleggio auto,,389 421 0934,"Piazza Michele Ferrero, n2",Alba,,,,,,,,,,,
Hertz,Agenzia di noleggio auto,,0172 190 8982,"Corso Bra, 52",Alba,,,,,,,,,,,
GT AutoTech Srl,Agenzia di noleggio auto,https://www.gtautotech.it,011 606 3866,"Via Torino, 405",Nichelino,,info@gtautotech.it,https,WordPress,No,Aruba S.p.A. Network,54,68,85.00,Sì,No
N.C.C. Squillari,Agenzia di noleggio auto,http://www.nccsquillari.com,336 634 110,"Via Margherita di Savoia, 1",Alba,,nccsquillari@gmail.com,https,Squarespace,No,"Squarespace, Inc.",50,41,92.00,Sì,No
Biesse Noleggi,Agenzia di noleggio auto,http://www.biesse-noleggi.it,0161 235935,"Corso Giovanni Randaccio, 23",Vercelli,,info@biessenoleggi.it,http,React,No,Aruba S.p.A.,56,75,91.00,Sì,No
Hertz Autonoleggio - Vercelli - Via Figliolini 11,Agenzia di noleggio auto,,0161 294160,"Via Figliolini, 11",Vercelli,,,,,,,,,,,
DRIVALIA Mobility Store,Agenzia di noleggio auto,,0171 687075,"Via Valle Grana, 106",Cuneo,,,,,,,,,,,
Autonoleggio Ruffino Di Ruffino Gian Paolo,Agenzia di noleggio auto,,335 679 1266,"Corso Barale, 135",Borgo San Dalmazzo,,,,,,,,,,,
Autonoleggio F.Lli Menardi Di Valter & Silvio Menardi Snc,Agenzia di noleggio auto,,348 353 7920,"Via Borgo S. Dalmazzo, 7",Cervasca,,,,,,,,,,,
NOLEGGIO & SERVIZI,Agenzia di noleggio auto,,339 607 7060,"Corso Giovanni Giolitti, 29/C",Cuneo,,,,,,,,,,,
Pellegrino Bruno Autonoleggio,Agenzia di noleggio auto,,329 226 1247,"Via Marino Fratelli, 6",Borgo San Dalmazzo,,,,,,,,,,,
A.C. RENT SRL,Agenzia di noleggio auto,https://acrent.eu,0171 300509,"Via Renzo Gandolfo, 16",Cuneo,,noleggio@acrent.eu,https,React,Sì,Google LLC,74,89,100.00,Sì,No
Hertz Autonoleggio - Fossano - Via Dellartigianato 28,Agenzia di noleggio auto,,0172 244875,"C/O carrozzeria Cupra, Via dell'Artigianato, 28",Fossano,,,,,,,,,,,
Taxsì noleggio con conducente,Agenzia di noleggio auto,http://www.taxsi.it,335 109 3033,"Via Vittorio Veneto, 26",Boves,,ivan.menardo@libero.it,http,ASP.NET,No,OVH SAS,56,53,92.00,Sì,No
Fracchia Viaggi Autonoleggio,Agenzia di noleggio auto,,340 101 2532,"Via Roma, 38",Caraglio,,,,,,,,,,,
Autonoleggio Retrò,Agenzia di noleggio auto,,391 351 7338,"Strada del Santuario, 100",Fossano,,,,,,,,,,,
Around Rental Mobility,Agenzia di noleggio auto,http://aroundmobility.it,0171 493486,"Via Cuneo, 76/D",Borgo San Dalmazzo,,aroundbackoffice@gmail.com,https,WordPress,No,Aruba S.p.A. Network,56,68,92.00,Sì,No
Enjoy Cuneo Noleggio Auto,Agenzia di noleggio auto,,0171 411884,"Via Torino, 135",Cuneo,,,,,,,,,,,
IGS Rent Cuneo | Noleggio Automobili,Agenzia di noleggio auto,https://igsrent.com/noleggio-auto-cuneo-levaldigi,011 971 5920,"SP20, 1",Levaldigi,,info@igsrent.com,https,WordPress,Sì,Aruba S.p.A.,56,81,92.00,Sì,No
Autoservizi Bouchard,Agenzia di noleggio auto,,0121 202188,"Via T. Giustetto, 17/C",Pinerolo,,,,,,,,,,,
Bellini Autonoleggio - Novara - Biella - Vercelli,Agenzia di noleggio auto,,338 931 9830,"Via Osella, 7",Grignasco,,,,,,,,,,,
Hertz Autonoleggio - Turin Ivrea - Via Torino 416,Agenzia di noleggio auto,,0125 251620,"Via Torino, 416",Ivrea,,,,,,,,,,,
Seren Snc Di Seren Bernardone Ernesto & C,Agenzia di noleggio auto,,0124 809115,"Via Sereine, 12",Alpette,,,,,,,,,,,
Autonoleggio Sprintercar Snc Di Papapietro Nicola & C.,Agenzia di noleggio auto,,0124 513919,"Via Preparetto, 71",Castellamonte,,,,,,,,,,,
Albano Rent,Agenzia di noleggio auto,https://www.powerental.it/ricerca,081 335 3585,"Via Passanti Scafati, 451",Scafati,,,,Shopify,Sì,Aruba S.p.A.,0,68,77.00,Sì,No
Noleggiami Ivrea,Agenzia di noleggio auto,,328 987 1854,"Strada Statale 26 della Valle d'Aosta, 26",Settimo Vittone,,,,,,,,,,,
Noleggio Furgoni Pasqua,Agenzia di noleggio auto,,0143 823112,"Via Novi Ligur, 47",Ovada,,,,,,,,,,,
Energy Rent Ovada Noleggio Auto e Furgoni,Agenzia di noleggio auto,,389 842 0063,"Via S. Colombano, 39",Belforte Monferrato,,,,,,,,,,,
Autonoleggio Prudenza Di Donato & C. (S.N.C.),Agenzia di noleggio auto,,0125 48344,"Via Circonvallazione, 25",Ivrea,,,,,,,,,,,
Hertz Autonoleggio - Alessandria - Via Spalto Borgoglio 2,Agenzia di noleggio auto,,0131 260683,"Via, Spalto Borgoglio, 2",Alessandria,,,,,,,,,,,
Autoservizi Bertone,Agenzia di noleggio auto,http://autoservizibertone.it,348 221 3466,"Piazza A. Sarti, 5",Romano Canavese,,,http,ASP.NET,No,Aruba S.p.A,100,100,82.00,Sì,No
"Autonoleggiotransfer, noleggio auto con conducente Mercedes BMW",Agenzia di noleggio auto,http://www.autonoleggiotransfer.it,0131 828445,"Via Dante Alighieri, 45",Sale,,info.thelimo@gmail.com,https,ASP.NET,Sì,Aruba S.p.A. Network,61,91,92.00,Sì,No
Energy Rent Noleggio a breve e lungo termine,Agenzia di noleggio auto,http://www.energyrent.it,0131 894577,"Via Antica Piazza d'Armi, 4",Tortona,,,https,Shopify,No,OVH SAS,52,70,92.00,Sì,No
Noleggio Auto e Furgoni Maggiore AmicoBlu - Alessandria,Agenzia di noleggio auto,,0131 234212,"Corso Cento Cannoni, 90",Alessandria,,,,,,,,,,,
Energy Rent Alessandria,Agenzia di noleggio auto,http://www.energyrent.it,366 901 1911,"Via Clemente, 66",Spinetta Marengo,,,https,Shopify,No,OVH SAS,0,0,92.00,Sì,No
Energy Rent Valenza Noleggio a breve e lungo termine,Agenzia di noleggio auto,http://www.energyrent.it,327 267 2324,"Via Tortona, 32",Valenza,,,https,Shopify,No,OVH SAS,0,70,92.00,Sì,No
G3 Italia Holding Srl,Agenzia di noleggio auto,http://www.g3italia.it,0143 380043,"Via Novi, 1",Basaluzzo,,marketing@g3italia.it,https,ASP.NET,No,Aruba S.p.A.,49,72,75.00,Sì,No
CA&GI Rental Vehicles,Agenzia di noleggio auto,https://www.caegiautonoleggio.it,0385 245951,"Via Repubblica, 88",Stradella,,info@caegiautonoleggio.it,https,React,No,WIIT AG,59,53,100.00,Sì,No
Autonoleggio Daisy Tour srl,Agenzia di noleggio auto,https://www.autonoleggiodaisytour.it,340 473 3160,"Via Pontetto, 6",Santa Margherita Ligure,,autonoleggiodaisytour@yahoo.it,https,ASP.NET,No,OVH SAS,61,93,92.00,Sì,No
Hermoso rent,Agenzia di noleggio auto,https://www.hermoso.it,0131 060118,"Via Faà di Bruno Emilio, 11",Alessandria,,dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com,https,Wix,No,Google LLC,60,82,100.00,Sì,No
Energy Rent Novi Ligure,Agenzia di noleggio auto,http://www.energyrent.it,0143 71584,"Via U. Terracini, 1",Novi Ligure,,,https,Shopify,No,OVH SAS,0,0,0.00,Sì,No
Bianchi Stefano - Autonoleggio con Conducente,Agenzia di noleggio auto,http://www.bianchiautonoleggio.it,339 440 7088,"Via Roma, 3",Fubine,,info@bianchiautonoleggio.it,https,React,No,Serverplan s.r.l.,63,97,92.00,Sì,No
Movers,Agenzia di noleggio auto,https://www.moversrent.it,331 394 5305,"Via Acerbi, 40",Castano Primo,,info@moversrent.com,https,WordPress,No,"Cloudflare, Inc.",50,50,85.00,Sì,No
Eurocar Taxi Autonoleggio Masera Di Piero Masera & Ornella Antonello Snc,Agenzia di noleggio auto,,011 941 5196,"Str. Valle Pasano, 22",Chieri,,,,,,,,,,,
Energy Rent Voghera - noleggio a breve e lungo termine,Agenzia di noleggio auto,http://www.energyrent.it,0383 271501,"Via Giovanni Amendola, 5/b",Voghera,,,https,React,No,OVH SAS,0,0,0.00,Sì,No
Noleggio auto con conducente Gastaldi M,Agenzia di noleggio auto,http://www.drivertorino.com,351 662 0947,"Viale Cappuccini, 6",Chieri,,massimogastaldi@hotmail.it,https,Basekit,No,Aruba S.p.A.,52,64,100.00,Sì,No
Energy Rent Chieri,Agenzia di noleggio auto,http://www.energyrent.it,333 346 3613,"Presso C/O il Gialdo Storico, Via Conte Rossi di Montelera, 51",Chieri,,,http,Shopify,No,OVH SAS,0,0,0.00,Sì,No
rentxgo,Agenzia di noleggio auto,,333 399 8459,"Viale Armando Diaz, 22",Chieri,,,,,,,,,,,
O & M Noleggi,Agenzia di noleggio auto,http://www.omnoleggi.it,335 160 7562,"Via Milano, 85",Vittuone,,info@omnoleggi.it,https,WordPress,Sì,Hetzner Online GmbH,66,85,92.00,Sì,No
Autonoleggio Torino .it,Agenzia di noleggio auto,https://autonoleggiotorino.it,328 831 6666,"Via Padana Inferiore, 119",Chieri,,info@autonoleggiotorino.it,https,WordPress,Sì,IONOS SE,57,32,85.00,Sì,No
PALETTO PIERLUIGI NOLEGGIO CON CONDUCENTE TORINO,Agenzia di noleggio auto,http://www.paletto.it,339 644 8020,"Via Massa, 9",Chieri,,info@paletto.it,http,WordPress,No,Google LLC,89,99,85.00,Sì,No
Noleggiare,Agenzia di noleggio auto,https://www.noleggiare.it/it/noleggio-auto/sedi/noleggio-auto-a-cosenza-rossano,334 929 3789,Contrada Amarelli,Rossano,,info@noleggiare.it,https,Angular,No,"Cloudflare, Inc.",31,44,85.00,Sì,No
Alamo Rent A Car,Agenzia di noleggio auto,,081 751 8899,"Viale Comandante Umberto Maddalena, 21",Napoli,,,,,,,,,,,
D F CARS AUTONOLEGGIO E VENDITA AUTO NOVARA BIELLA VERCELLI,Agenzia di noleggio auto,,351 212 8040,"Via B. Vittone, 20",Grignasco,,,,,,,,,,,
