Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Catalano noleggio Quad e Monopattini,Agenzia di noleggio auto,,351 062 2998,Viale Pietra Maura,Lesina Marina,,,,,,,,,,,
CDR Pneumatici,Negozio di ricambi per auto,,389 111 2215,"V. Martiri di V. Fani, 154",Castelluccio Valmaggiore,,,,,,,,,,,
DRIVALIA Mobility Store,Agenzia di noleggio auto,,0882 223620,"Via Michele Zannotti, 275",San Severo,,,,,,,,,,,
Autonoleggio Campobasso Adamo srl,Noleggio di autobus,http://www.viaggitravelway.it/,320 467 0338,"Corso Giuseppe Garibaldi, 91",San Severo,,info@viaggitravelway.it,https,WordPress,No,Aruba S.p.A.,52,60,85.00,Sì,No
De Mite Viaggi,Noleggio di autobus,https://demiteviaggi.it/,0882 992156,"Corso Umberto I° di Savoia, 47",Lesina,,demiteviaggi@gmail.com,https,Joomla,No,Netsons s.r.l.,62,76,92.00,Sì,No
Intern Car Detailing Fabiano,Autolavaggio,,342 767 1645,"Viale XXIV Maggio, 101",Sant'Agata di Puglia,,,,,,,,,,,
Rentalcar Coletta s.r.l.s,Agenzia di noleggio auto,http://www.rentalcarcoletta.com/,327 306 4288,Via Giacomo Cosmano,Foggia,,rentalcardespirito@gmail.com,https,React,No,Google LLC,61,92,100.00,Sì,No
Macchitella Srl,Agenzia di noleggio auto,http://www.macchitellasrl.com/,0831 983850,"Via G. Oberdan, 34",San Vito dei Normanni,,,https,Wix,Sì,Google LLC,70,94,100.00,Sì,No
"Mastroleo Noleggio Auto, Scooter a TORRE SAN GIOVANNI, Salento",Agenzia di noleggio auto,https://www.mastroleonoleggio.com/,371 305 0028,"Via Isole Tremiti, 4",Torre San Giovanni,,info@mastroleonoleggio.com,https,React,No,Aruba S.p.A.,46,36,92.00,Sì,No
Pit Stop di Gagliese Carmelo,Officina autoriparazioni,,333 505 0159,"Via Borgo, Via Gavitelle, 67/69",Deliceto,,,,,,,,,,,
