Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Autosoccorso D.T.Car Snc di Di Tinco Giuseppe Tamagnini Renato & C.,Servizio di traino,,0522 657365,"Via Provinciale Nord, 31",Novellara,,,,,,,,,,,
"Via Papa Giovanni XXIII, 2 Parking",Area di parcheggio,,334 253 4460,"Via Papa Giovanni XXIII, 2",Bagnolo in Piano,,,,,,,,,,,
Locauto,Agenzia di noleggio auto,,0574 969834,"Via delle Fonti, 51a",Prato,,,,,,,,,,,
Mister Detailing & Carrozzeria,Carrozzeria,,0522 952224,"Via Alessandro Volta, 5",Bagnolo in Piano,,,,,,,,,,,
Esplor Auto,Concessionario auto,https://esplorautoreggioemilia.com/,366 370 7607,"Via Alessandro Volta, 4",Bagnolo in Piano,,autocaredy@gmail.com,https,WordPress,Sì,TransIP BV,61,90,100.00,Sì,No
Carrozzeria Cavalca Srl,Carrozzeria,http://www.carrozzeriacavalca.it/,0522 952385,"Via A. Pacinotti, 7",Bagnolo in Piano,,info@carrozzeriacavalca.it,http,React,Sì,OVH SAS,57,79,91.00,Sì,No
Boni | Meccanico - Elettrauto - Revisione | Autoservice,Meccanico e assistenza automobili,https://www.boniautoservice.com/,0522 951187,"Via F. Turati, 3",Bagnolo in Piano,,info@boniautoservice.com,https,Shopify,Sì,Host SpA,63,94,92.00,Sì,No
Autocarrozzeria Prandi,Carrozzeria,http://www.carrozzeriaprandi.it/,0522 951590,"Via Panizzi, 7",Bagnolo in Piano,,carrozzeriaprandi@alice.it,http,ASP.NET,No,Aruba S.p.A. Network,66,74,100.00,Sì,No
Porrettana Rent,Asta di auto,https://www.porrettanarent.it/,327 761 4266,"Piazza della Libertà, 66",Porretta Terme,,porrettanarent@gmail.com,https,Joomla,No,Hostinger International Limited,61,76,92.00,Sì,No
Audiocar,Negozio di elettronica,,0534 21085,"Via Lungoreno, 8",Porretta Terme,,,,,,,,,,,
Car Service 2p Di Paolo Piangiolino,Officina autoriparazioni,,051 879849,"Via Savena Vecchia, 2",Baricella,,,,,,,,,,,
F.R.Fregni & Raggi di Marasti Andrea,Meccanico e assistenza automobili,http://www.fregnieraggi.it/,0522 952538,"Via A, Via Panizzi, 4",Bagnolo in Piano,,frimpiantigas@libero.it,https,WordPress,No,Host SpA,66,89,92.00,Sì,No
C.R.B. Centro Revisioni Bagnolo,Centro per la revisione tecnica delle auto,,0522 957063,"SP3, Via Europa, 2/c",Bagnolo in Piano,,,,,,,,,,,
"Noleggio Sedoni Pistoia - Noleggio Furgoni, Auto, Camper, Minibus e Refrigerati",Agenzia di noleggio auto,https://www.sedoni.it/,0573 534438,"Via Maria Montessori, 100",Pistoia,,info@sedoni.it,https,Shopify,No,Aruba S.p.A.,47,74,100.00,Sì,No
A.N.A.R. SNC,Agenzia di noleggio auto,https://www.autonoleggio-it.eu/rent/it/,0573 935072,"Via Aporti Ferrante, 117",Pistoia,,,https,Joomla,No,Aruba S.p.A.,59,45,91.00,Sì,No
Bonori Gaetano,Rivenditore di auto,,051 879051,"Via Oreste Brunelli, 12",Baricella,,,,,,,,,,,
AUTOVAPOR autolavaggio ecologico a vapore servizio a domicilio,Autolavaggio,,327 385 0035,"Via Savena Abbandonata, 68/1",Baricella,,,,,,,,,,,
