Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
OFFICINA SACCO LORENZO &C s.a.s,Meccanico e assistenza automobili,,0322 832579,"Via Gallone, 9",Agrate,,,,,,,,,,,
DRIVALIA Mobility Store,Agenzia di noleggio auto,,320 971 7748,"Corso Bra, 11",Alba,,,,,,,,,,,
Riccardo Cavanna Driver Service - Noleggio con Conducente (NCC),Servizi di trasporto,http://www.riccardocavanna.com/,393 933 3587,"Via Cassarogna, 109/L",Acqui Terme,,,https,Shopify,No,Serverplan s.r.l.,59,81,100.00,Sì,No
Camparo Auto Srl,Concessionario auto,http://www.camparoauto.it/,0144 325184,"Stradale Alessandria, 136",Acqui Terme,,camparo@camparoauto.it,https,WordPress,No,OVH SAS,42,69,100.00,Sì,No
AUTONOLEGGIO BARBATO - Noleggio con Conducente,Servizio taxi,http://www.autonoleggiobarbato.com/,348 450 2712,"Via Alcide De Gasperi, 99B",Agrate Brianza,,info@autonoleggiobarbato.com,https,React,Sì,Aruba S.p.A,56,63,85.00,Sì,No
Autocar 71,Carrozzeria,http://www.autocarrozzeria71.it/,0144 55616,"Via S. Lazzaro, 25",Acqui Terme,,info@autocarrozzeria71.it,https,WordPress,No,Host SpA,45,71,85.00,Sì,No
Villa Le Vignole,Appartamento per vacanza in affitto,,347 679 9165,"Via Bardelli, 29",Ameno,,,,,,,,,,,
Albergo Ristorante Monterosa,Hotel,http://www.albergoristorantemonterosa.com/,0322 998174,"Viale Armando Diaz, 7",Ameno,,albergomonterosa@libero.it,https,WordPress,Sì,Aruba S.p.A. Network,60,80,85.00,Sì,No
Ostello del Quadrifoglio,Ostello,http://www.ostellodelquadrifoglio.it/,334 979 7579,"Vicolo Filiberti, 8",Ameno,,ostellodelquadrifoglio@gmail.com,https,Angular,Sì,Google LLC,66,90,82.00,Sì,No
Locauto,Agenzia di noleggio auto,,011 996 3426,"Torino Airport, Lato Arrivi",Caselle Torinese,,,,,,,,,,,
SPAZIO 6 - Concessionaria Auto Hyundai,Concessionario Hyundai,,011 220 2202,"Via Ala di Stura, 67",Torino,,,,,,,,,,,
Mobility Garage,Rivenditore di auto,,348 424 8312,"Corso Pietro Chiesa, 21",Asti,,,,,,,,,,,
Adventure Park Lago d'Orta Le Pigne,Parco divertimenti,https://www.lepigne.it/it,391 395 2442,"via Molini, Località Monte Oro, 7",Ameno,,info@lepigne.it,https,Laravel,Sì,Aruba S.p.A.,65,60,100.00,Sì,No
Autonoleggio La Manovella,Agenzia di noleggio auto,http://www.autonoleggio-lamanovella.it/,340 542 4830,"Via Dante Alighieri, 44",Caselle Torinese,,info@francescoc402.sg-host.com,https,WordPress,No,Google LLC,51,57,77.00,Sì,No
Spazio - Concessionaria Ufficiale Opel Torino,Concessionario Opel,,011 220 2700,"Via Ala di Stura, 80",Torino,,,,,,,,,,,
Tecnocar S.R.L.,Noleggio carrelli elevatori,http://tecnocarsrl.it/,0141 726720,"Strada Ponteverde, 57",Ponteverde,,,https,ASP.NET,Sì,Aruba S.p.A. Network,80,98,91.00,Sì,No
Dollar Autonoleggio - Asti,Agenzia di noleggio auto,,0141 230517,"Corso Alessandria, 137",Asti,,,,,,,,,,,
