Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Passeggiate in laguna - noleggio pedalò,Noleggio barche,,330 436 652,Via Banchina Vollaro,Lesina,,,,,,,,,,,
Noleggio Yacht Barche Gommoni Escursioni Maroby Day Charter Gallipoli,Noleggio barche,,335 335 066,"Viale Giovanni Bovio, 6",Gallipoli,,,,,,,,,,,
Gilmour nautica,Noleggio barche,,329 789 4388,Via Banchina Vollaro,Lesina,,,,,,,,,,,
Tremiti Go,Noleggio barche,,338 399 2502,Via Banchina Vollaro,Lesina,,,,,,,,,,,
Noleggio barche e gommoni Luna rossa,Noleggio barche,http://www.noleggiolunarossa.it,346 751 0145,Mattinata FG Contrada Agnuli,Mattinata,,,https,React,No,Google LLC,73,94,100.00,Sì,No
Noleggio Barca Vela Mistral,Noleggio barche,,333 876 6101,Via Caio Duilio,Castellammare di Stabia,,,,,,,,,,,
Noleggio Barche da Matteo,Noleggio barche,https://www.noleggiobarchedamatteo.it,340 874 5674,Via Venezia,Vieste,,info@noleggiobarchedamatteo.it,https,WordPress,No,Aruba S.p.A. Network,59,98,92.00,Sì,No
Noleggio Barche Porto Cesareo,Noleggio barche,https://noleggiobarcaportocesareo.it,393 133 8768,Via Bissolati,Porto Cesareo,,kingboatportocesareo@gmail.com,http,React,No,Aruba S.p.A,47,91,92.00,Sì,No
Rent boat blue sea,Noleggio barche,http://www.rentboatbluesea.com,347 058 4523,"Lungomare Cristoforo Colombo, 91",Vieste,,,https,React,No,Google LLC,55,62,73.00,Sì,No
Noleggio Barca a Vela - Beneteau Oceanis 40,Noleggio barche,,348 710 5019,"banchina di tramontana, snc",Manfredonia,,,,,,,,,,,
Noleggio Barca Porto Cesareo - SeaPlanet,Noleggio barche,https://barcaportocesareo.it,389 209 9487,Piazzale Berlinguer,Porto Cesareo,,,https,React,No,Contabo GmbH,70,91,92.00,Sì,No
Cene in Barca ed Eventi Yachts & Private Tour,Noleggio barche,,320 153 6114,"Corso Alcide de Gasperi, 313",Castellammare di Stabia,,,,,,,,,,,
La Darsena - Marina Vieste Noleggio Gommoni- ormeggio barche in transito,Noleggio barche,http://www.marinavieste.it,347 133 9215,Porto,Vieste,,michele@marinavieste.it,https,Shopify,No,Aruba S.p.A. Network,56,84,100.00,Sì,No
Enjoy Salento,Noleggio barche,https://www.enjoysalento.com,379 124 1433,Scalo Alaggio,Porto Cesareo,,,https,WordPress,No,Google LLC,71,93,100.00,Sì,No
