Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
CarBusTec,Servizio di noleggio scooter,https://www.carbustec.com,070 498399,"Via Molo Sant'Agostino, 25",Cagliari,,,https,Shopify,Sì,Netsons s.r.l.,66,87,92.00,Sì,No
Officina Moto e Servizio Soccorso Stradale Gianni Arzu,Agenzia di noleggio moto,,335 127 2190,"Via Dettori, 19",Tortolì,,,,,,,,,,,
Sardegna in vespa,Agenzia di noleggio moto,http://www.sardegnainvespa.com,392 139 5456,Partenze,Elmas,,,https,React,No,"Cloudflare, Inc.",63,94,75.00,Sì,No
Noleggio auto scooter - Aiguarentacar,Agenzia di noleggio auto,https://www.aiguarentacar.it,348 289 7204,"Strada Provinciale 44, 113",Alghero,,,https,ASP.NET,No,"Cloudflare, Inc.",90,100,100.00,Sì,No
White Mobility Noleggio e Vendita Scooter Bici Moto,Agenzia di noleggio moto,http://www.whitemobility.com,340 773 8406,"Via Fratelli Kennedy, 56",Alghero,,info@whitemobility.com,https,Joomla,No,IT.Gate S.p.A.,62,69,85.00,Sì,No
AutoAffari Carloforte - Noleggio auto e scooter,Agenzia di noleggio auto,http://www.autoaffarirent.it,392 730 8642,Loc Segni,Carloforte,,autoaffari.carloforte@yahoo.it,https,WordPress,No,Keliweb S.R.L,57,74,100.00,Sì,No
Noleggio Scooter Sant'Antioco 2 GO,Servizio di noleggio scooter,http://www.santantioco2go.it,349 624 8839,"59, Via Perret, 71",Sant'Antioco,,info@santantioco2go.it,https,Joomla,No,SEEWEB s.r.l.,63,74,92.00,Sì,No
MotoRentSardinia - Motorcycles Rental & Tour Alghero,Agenzia di noleggio moto,http://www.motorentsardinia.com,320 344 1226,Aeroporto di Alghero,Alghero,,info@motorentsardinia.com,https,React,Sì,"Cloudflare, Inc.",54,74,92.00,Sì,No
RENT SCOOTER ALGUER - NOLEGGIO SCOOTER ALGHERO,Agenzia di noleggio moto,http://www.rentscooteralghero.it,371 356 2523,"Via Giuseppe Mazzini, 161",Alghero,,scooteralguer@gmail.com,https,WordPress,No,Aruba S.p.A.,56,74,92.00,Sì,No
"Escursioni quad Ogliastra-Sardegna-Baunei e noleggio gommoni Santa Maria Navarrese in Ogliastra, ESCURSIONI NON SOLO MARE",Servizio di noleggio quad,http://www.escursioninonsolomare.it,351 369 1641,Via Ginestra,Tortolì,,booking@escursioninonsolomare.it,https,Wix,Sì,Google LLC,59,82,100.00,Sì,No
"Kamari Rent noleggio auto,quad,scooter senza Conducente e con Conducente",Agenzia di noleggio auto,https://noleggioautosardegna.com,328 573 9176,"Via Porto Pino, 9",Sant'Anna Arresi,,kamarirent@gmail.com,https,WordPress,No,Server Plan S.r.l.,61,77,92.00,Sì,No
Yamaha - Msc Motori Lecce,Concessionario moto,,0832 092854,"Viale Giuseppe Grassi, 17",Lecce,,,,,,,,,,,
MotoGarage Lecce,Agenzia di noleggio moto,http://www.motogaragelecce.it,340 060 7106,"Viale Ugo Foscolo, 36",Lecce,,info@motogaragelecce.it,http,Joomla,Sì,Aruba S.p.A. Network,52,66,100.00,Sì,No
Moove Alghero,Agenzia di noleggio moto,https://www.moovealghero.it,342 618 0373,"Via Antonio Lo Frasso, 32A",Alghero,,info@moovealghero.it,https,Shopify,Sì,Netsons s.r.l.,63,87,100.00,Sì,No
SCOOTERIA DUE EFFE MOTO RENTING,Servizio di noleggio scooter,,0832 098110,Via leuca148,Lecce,,,,,,,,,,,
Salento Rent,Agenzia di noleggio auto,https://www.salentorent.it,0832 307152,"Via Vittorio Emanuele II, 14",Lecce,,info@salentorent.it,https,React,Sì,Keliweb S.R.L,52,69,92.00,Sì,No
S.R. Noleggi,Agenzia di noleggio moto,http://www.srnoleggi.it,334 819 9576,Strada Provinciale 44,Alghero,,info@srnoleggi.it,https,Joomla,Sì,OVH SAS,59,63,92.00,Sì,No
Cielo Stellato Rent- Noleggio Moto,Agenzia di noleggio moto,,388 628 9134,"artmoda, Via Pompeo Sarnelli, 97",Polignano a Mare,,,,,,,,,,,
SP Motors,Agenzia di noleggio moto,http://www.spmotorsgallipoli.it,347 955 2144,"Via Ludovico Ariosto, 17",Gallipoli,,info@spmotorsgallipoli.it,https,WordPress,Sì,Hetzner Online GmbH,63,91,92.00,Sì,No
Sp Motors Vendita e Noleggio Auto Moto e Scooter,Agenzia di noleggio auto,https://www.speedmotorscasarano.it,0833 505113,"Corso XX Settembre, 231",Casarano,,sp.speedmotors99@gmail.com,https,ASP.NET,No,Aruba S.p.A,57,67,91.00,Sì,No
CiaRent Autonoleggi Cagliari - Auto - Scooter - Van,Agenzia di noleggio auto,https://www.autonoleggicagliari.it,070 656503,"Via Molo Sant'Agostino, 13",Cagliari,,,https,Wix,Sì,Google LLC,56,91,100.00,Sì,No
CITYCAR Autonoleggio - Noleggio Bici e Scooter,Agenzia di noleggio auto,http://www.citycarauto.com,348 370 2916,"Via Diso, 216",Spongano,,,https,Angular,Sì,Aruba S.p.A. Network,56,89,92.00,Sì,No
Overall Rent,Agenzia di noleggio moto,http://www.overallrent.it,392 994 6969,"Via XX Settembre, 53/C",Alghero,,info@overallrent.it,https,WordPress,Sì,OVH SAS,57,64,92.00,Sì,No
"Piaggio Center Archetta Noleggio Scooter-Auto-9 Posti-Ape Calessino,Brindisi-Porto Cesareo,Vendita-Assistenza Piaggio,Vespa",Servizio di noleggio scooter,http://www.salentorentarchetta.it,349 384 5672,"Via Caduti di Via Fani, 13",Torre Santa Susanna,,,https,ASP.NET,No,Aruba S.p.A,56,84,100.00,Sì,No
Mec Moto Noleggio,Agenzia di noleggio moto,,351 977 6262,"Via degli Artigiani, 1",Taviano,,,,,,,,,,,
Noleggio a Gallipoli. Bici Scooter Auto e servizio navetta.Corso Roma Gallipoli,Agenzia di noleggio auto,http://www.easyrentgallipoli.it,340 081 0867,"Via A. Castriota, 13",Gallipoli,,info@easyrentgallipoli.it,http,Joomla,No,Aruba S.p.A.,26,68,92.00,Sì,No
Autonoleggio Lecce Rent,Agenzia di noleggio auto,,0832 245118,"Piazzale Stazione, 1",Lecce,,,,,,,,,,,
Ellepi - Autonoleggio (auto e moto),Agenzia di noleggio auto,https://www.ellepirental.com,0789 69055,Aeroporto Costa Smeralda,Olbia,,info@ellepirental.com,https,ASP.NET,No,Aruba S.p.A. Network,64,70,83.00,Sì,No
AM Service S.n.c.,Agenzia di noleggio auto,http://www.amserviceonline.it,0789 68884,"Centro Comm. Il Delfino, Viale Costa Smeralda",Arzachena,,prenotazioni@amserviceonline.it,https,WordPress,No,Amazon Technologies Inc.,65,77,92.00,Sì,No
Cars & Bikes Autonoleggio - Pick Up Point,Agenzia di noleggio auto,https://www.carsandbikesrent.it,338 357 4639,"Piazza dei Pini, 10",Baja Sardinia,,reservation@carsandbikesrent.it,https,WordPress,Sì,Amazon Technologies Inc.,52,69,92.00,Sì,No
"Sg Rent, Navetta da 9 posti a 55 noleggio auto,scooter,bici più servizio NCC",Azienda di trasporti in autobus,,346 619 6830,"Via Gian Battista Vico, 61",Gallipoli,,,,,,,,,,,
Albuggy Rent,Agenzia di noleggio moto,https://www.albuggy.it,391 434 4963,"Via dei Fabbri, 5",Olbia,,albuggyolbia@gmail.com,,React,Sì,Aruba S.p.A.,67,86,85.00,Sì,No
Noleggio scooter palau,Servizio di noleggio scooter,https://noleggioscooterpalau.it,346 872 8022,"Via delle Ginestre, 10",Palau,,info@pushhardpalau.com,https,WordPress,No,Aruba S.p.A. Network,59,84,85.00,Sì,No
