Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Castello Inferiore di Attimis,Castello,https://it.m.wikipedia.org/wiki/Castello_Inferiore_(Attimis),349 352 3528,Via Porzus,Attimis,,,https,ASP.NET,No,Wikimedia Europe network,0,0,0.00,Sì,No
Allianz,Agenzia di assicurazioni auto,,0432 234067,"Via Principale, 52",Attimis,,,,,,,,,,,
Hertz Autonoleggio,Agenzia di noleggio auto,,0481 777025,"Via Aquileia, 46",Ronchi dei Legionari,,,,,,,,,,,
Locauto,Agenzia di noleggio auto,,0481 778572,"Trieste Aeroporto, Via Aquileia",Ronchi dei Legionari,,,,,,,,,,,
Essepi Car S.N.C. Di Peressin Luca E Sponton Massimo,Carrozzeria,,0431 33840,"Via Ermenteressa, 2",Terzo D'aquileia,,,,,,,,,,,
"Andrea Martina NCC Noleggio con conducente Transfer Service Brindisi, Lecce, Taranto",Servizio di trasporto con accompagnatore,https://ncctaxi.eu/,331 222 1562,"SP75, 39",Cellino San Marco,,,https,WordPress,No,Keliweb S.R.L,90,98,83.00,Sì,Sì
DRIVALIA Mobility Store,Agenzia di noleggio auto,,0481 180 2782,"Via Aquileia, 46",Ronchi dei Legionari,,,,,,,,,,,
Autocarrozzeria Tegon Di Donda Daniel & Donda Roberto S.N.C.,Carrozzeria,https://www.scocchedonda.it/,0431 91592,"Via Ernesto Che Guevara, 1",Aquileia,,,https,React,No,Google LLC,64,93,100.00,Sì,No
NCC Lecce Brindisi - SpaMar Travel & Service,Servizio di navetta con l'aeroporto,https://www.spamartravel.it/,377 300 8896,"Via Cesare Battisti, 13",Carmiano,,info@spamartravel.it,http,WordPress,Sì,Servereasy Srl,50,60,85.00,Sì,No
Andrea Carogiuli,Officina autoriparazioni,,328 089 5185,"SP14, 209",Veglie,,,,,,,,,,,
IP,Benzinaio,,0433 80058,"Piazzale ai Caduti, 14",Ampezzo,,,,,,,,,,,
Crédit Agricole Italia,Banca,,0433 80989,"Piazza Zona Libera 1944, 10",Ampezzo,,,,,,,,,,,
Soccorso Stradale Taranto | Auto Jolly di Andrea Musio,Servizio di traino,https://www.autojolly.org/,099 533 8917,SP109,Pulsano,,info@autojolly.org,https,Shopify,No,Aruba S.p.A. Network,47,73,92.00,Sì,No
De Bon Autoservizi,Agenzia di noleggio auto,http://www.dolomititaxi.eu/,333 392 8171,"Viale Vittime del Vajont, 11",Castellavazzo,,info@dolomititaxi.eu,https,WordPress,No,Netsons Network,30,84,92.00,Sì,No
Taxi Cortina Sci NCC,Servizio taxi,https://www.taxicortinasci.it/,338 488 9793,"Località Salieto, 10",Cortina d'Ampezzo,,info@taxicortinasci.it,https,Shopify,Sì,Host SpA,52,73,100.00,Sì,No
Nardone Renato,Benzinaio,,0433 811138,"Piazzale ai Caduti, 14",Ampezzo,,,,,,,,,,,
AMBIENTE-AUTO-TRASPORTI V.M.,Rivenditore di veicoli a motore,,366 332 2622,"Via Ontagnano, 5",Palmanova,,,,,,,,,,,
