Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Marrone Dr. Giancarlo,Dentista,,085 422 4926,"Via Giacomo Leopardi, 7",Pescara,,,,,,,,,,,
Dr. Paolo A. D'Intinosante,Studio medico,,371 454 0443,"Piazza Alcide De Gasperi, 6",Alanno,,,,,,,,,,,
Studio Dentistico Altobelli,Dentista,https://www.studiodentisticoaltobelli.com,085 431 4302,"Via Alento, 127",Pescara,,,https,Angular,No,SEEWEB s.r.l.,59,96,85.00,Sì,No
Studio Odontoiatrico Dott Luzi Mauro,Dentista,,085 854 2107,"Via della Stazione, 1",Scafa,,,,,,,,,,,
Studio Dentistico - Di Sante Dr. Alessio e Pellegrino Dr.ssa Concetta,Dentista,,0864 845283,"Via dell Arcipretura, 40",Castel di Sangro,,,,,,,,,,,
Centro Odontoiatrico DNR,Dentista,,376 105 0637,"Via Fosso la Pietra, 2",Castel di Sangro,,,,,,,,,,,
Dott. Paolo Iezzi,Dentista,https://sites.google.com/myuax.com/dtudioodontoiatricodriezzi/home,368 335 3438,"Corso Italia, 98",San Giovanni Teatino,,sorrident62@gmail.com,https,Angular,No,Google LLC,59,78,75.00,Sì,No
Dott.ssa Ludovica Biancone Odontoiatra Specialista in ORTOGNATODONZIA,Dentista,,0864 840346,"Via Fosso la Pietra, 2",Castel di Sangro,,,,,,,,,,,
Calvano Dr. Felice,Dentista,,0864 841566,"Via Domenico Vaccaro, 3",Castel di Sangro,,,,,,,,,,,
La Clinica Del Sorriso,Dentista,,0865 848299,"Via Roma, 45",Rionero Sannitico,,,,,,,,,,,
Nitti Dr. Anthony,Dentista,,0864 841109,"Via Stazione, 40",Castel di Sangro,,,,,,,,,,,
Human Care S.r.l. Societa' tra Professionisti,Servizio di sbiancamento dei denti,https://impiantidentalipescara.com,085 373328,"Corso Umberto I, 35",Pescara,,info@alessandropalumbo.net,https,React,Sì,Netsons s.r.l.,60,47,85.00,Sì,No
Studio Dentistico Dott. Francesco Scioli,Dentista,,0864 845873,"Corso Vittorio Emanuele II, 1",Castel di Sangro,,,,,,,,,,,
Studio Dentistico Belli Dr. Corrado,Dentista,,0864 841492,"Via Numicia, 22",Castel di Sangro,,,,,,,,,,,
MedCare Alanno,Studio medico associato,,349 712 4634,"Piazza Alcide De Gasperi, 5",Ticchione,,,,,,,,,,,
Studio Dentistico Dr. Ginefra,Dentista,https://studiodentisticoginefra.it,338 773 3092,"Via Raffaele Lanciani, 26",Chieti,,info@studiodentisticoginefra.it,https,Shopify,No,Infomaniak Network Management,60,87,100.00,Sì,No
Dott. De Marco Alessandra Studio Dentistico,Dentista,,0864 841464,"Via Riviera, 46",Castel di Sangro,,,,,,,,,,,
Studio Odontoiatrico Federica D'Altorio,Dentista,https://www.studiodaltorio.it,085 921 8828,"Via Giuseppe Mazzini, 141",Pescara,,,https,React,Sì,Aruba S.p.A.,43,63,100.00,Sì,No
Loffredo Dr. Lucio,Dentista,,085 870538,"Viale del Risorgimento, 1",Atri,,,,,,,,,,,
Studio Dentistico Dal Sasso,Laboratorio dentistico,,085 870648,"Via Sant'Ilario, 3",Atri,,,,,,,,,,,
