Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
DI SARIO SERVICE S.A.S. DI DI SARIO ETTORE & C.,Carrozzeria,,0973 572407,Contrada Prastia,Fardella,,,,,,,,,,,
New car service,Officina autoriparazioni,,349 701 8231,"Contrada Celagresti, 9",Castronuovo di Sant'Andrea,,,,,,,,,,,
Guarino Antonio,Carrozzeria,,0973 572428,"Contrada Prastia, Fardella, PZ 85034",Fardella,,,,,,,,,,,
Cosentino Giuseppe,Officina autoriparazioni,,0973 835108,"Contrada Canemarea, Castronuovo Di Sant'andrea, PZ 85030",Castronuovo di Sant'Andrea,,,,,,,,,,,
AutronicGarage srls Revisione-Riparazione Cambi Automatici Turbo compressori,Meccanico e assistenza automobili,,370 136 5540,Zona industriale CDA pietrasasso,Castelluccio Inferiore,,,,,,,,,,,
Coringrato Service Sas di Coringrato Vincenzo & C.,Officina autoriparazioni,http://www.coringratoservice.com/,0973 572036,"Via ex S.S. 104, SNC",Fardella,,info@coringratoservice.com,https,WordPress,Sì,"Interserver, Inc",73,93,92.00,Sì,No
Gazaneo Michele,Officina autoriparazioni,,0973 662204,"Snc, Contrada Pietrasasso",Castelluccio Inferiore,,,,,,,,,,,
Di Giorgio Elettrodomestici Sinergy,Negozio di elettrodomestici,https://www.sinergy-store.com/store-locator/di-giorgio-elettrodomestici?utm_source=GBP&utm_medium=ORGANIC&utm_campaign=DI_GIORGIO,0973 572293,"via F.lli, Vico Bandiera",Fardella,,sinergyfardella@gmail.com,https,Shopify,Sì,Infrastructure Italia Colo S.P.A,49,56,54.00,Sì,No
DRIVALIA Mobility Store,Agenzia di noleggio auto,,0835 268161,"Contrada Quartarella, 16",Matera,,,,,,,,,,,
Cuozzo Noleggio Srl,Agenzia di noleggio gru,https://cuozzonoleggiosrl.it/,348 210 8323,"Via Roma, 443",Castelluccio Inferiore,,cuozzonoleggiosrl@gmail.com,https,WordPress,Sì,Signet B.V.,62,93,100.00,Sì,No
Movers,Agenzia di noleggio auto,https://www.moversrent.it/,0835 972245,"Zona Artigianale, D/1",Policoro,,info@moversrent.com,https,WordPress,No,"Cloudflare, Inc.",53,64,85.00,Sì,No
NCC Leone,Agenzia di noleggio auto,https://www.nccleone.it/,345 066 0061,"Via Cristoforo Colombo, 22",Policoro,,info@nccleone.it,https,Shopify,No,SEEWEB s.r.l.,56,77,91.00,Sì,No
