Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
B&B La Rosa,Bed & Breakfast,,347 330 8578,"Via Treviso, 26",Gioia dei Marsi,,,,,,,,,,,
B&B LE GRETTE,Bed & Breakfast,,331 573 5008,"Via Gretta, 24",Gioia dei Marsi,,,,,,,,,,,
B&B Casale La Selva,Bed & Breakfast,,388 056 2304,"via Selva Alta, 61",Mosciano Sant'Angelo,,,,,,,,,,,
Nella Torre Bed & Breakfast,Bed & Breakfast,,338 163 4009,"Via Delle Donne, 10",Ascoli Piceno,,,,,,,,,,,
LA VILLA IN CAMPAGNA,Bed & Breakfast,,388 370 7261,"Via Crocifisso, 17",Città Sant'Angelo,,,,,,,,,,,
la fattoria delle coccinelle,Bed & Breakfast,,329 941 0537,"Contrada Marciano, 2",Montefino,,,,,,,,,,,
VILLA MARGHERITA,Bed & Breakfast,,347 919 5174,"Via Cerrano, °94",Pratola Peligna,,,,,,,,,,,
B&B I Tre Ulivi,Bed & Breakfast,,388 451 7127,"Via Santa Maria di Propezzano, 36",Morro d'Oro,,,,,,,,,,,
B&B Famiglia nel vento,Bed & Breakfast,,350 024 6866,Contrada San Nicolao 23,Caramanico Terme,,,,,,,,,,,
Agriturismo Agrifoglio,Hotel,,333 846 5630,"Via Roma, 28",Cansano,,,,,,,,,,,
La Baita Del Cervo,Bed & Breakfast,,366 564 6908,R4F3+88,Castel di Sangro,,,,,,,,,,,
Agriturismo Capriccio di Giove,Bed & Breakfast,,393 096 3120,"Via della stazione, n 8",Cansano,,,,,,,,,,,
Il Casolare,Bed & Breakfast,http://www.agriturismoilcasolare.com/,338 203 0908,"Via Fonte a Collina, 421",Floriano,,info@agriturismoilcasolare.com,http,ASP.NET,No,Aruba S.p.A,100,100,100.00,Sì,No
