Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
PuliCar,Autolavaggio,,392 456 1752,SS693,Lesina,,,,,,,,,,,
Mr. Car di Facenna Matteo,Centro per la revisione tecnica delle auto,,329 192 4680,Viale Sicilia,Lesina,,,,,,,,,,,
Tecnoricambi Di La Malva Giordano E La Malva Nazareno Snc,Negozio di ricambi per auto,,0884 995968,"Via Umberto I°, 127",Ischitella,,,,,,,,,,,
Deolo D'Onofrio Rosa,Negozio di ricambi per auto,,0882 992456,"Via Ripalta, 11",Lesina,,,,,,,,,,,
Noleggio Auto Campanozzi • Gargano,Agenzia di noleggio auto,,333 784 2352,"Contrada Pietrafitta, Strada Provinciale 51 bis",Rodi Garganico,,,,,,,,,,,
Auto Fast di La Malva Francesco,Rivenditore di auto,,329 292 1245,"Contrada Vallone d'Ischio, snc",Ischitella,,,,,,,,,,,
Auto maiorano,Rivenditore di auto,,335 695 6554,Località Vallone d ischio,Ischitella,,,,,,,,,,,
Falco Nazario,Carrozzeria,,0884 996979,"via Giacomo Matteotti, 70",Ischitella,,,,,,,,,,,
Autolavaggio Lombardi,Autolavaggio,,349 503 4753,Via Abruzzo e Molise,Lesina,,,,,,,,,,,
La Malva Girolama,Negozio di ricambi per auto,,0884 996187,"Via Umberto I, 138",Ischitella,,,,,,,,,,,
De Mite Viaggi,Noleggio di autobus,https://demiteviaggi.it/,0882 992156,"Corso Umberto I° di Savoia, 47",Lesina,,demiteviaggi@gmail.com,https,Joomla,No,Netsons s.r.l.,63,76,92.00,Sì,No
Noleggio Deg Auto e Moto,Agenzia di noleggio auto,,340 804 3400,"Via Guido Rossa, 2",Apricena,,,,,,,,,,,
Catalano noleggio Quad e Monopattini,Agenzia di noleggio auto,,351 062 2998,Viale Pietra Maura,Lesina Marina,,,,,,,,,,,
Noleggio Auto e Moto Di Brina - Rental Car & Scooter - Gargano,Agenzia di noleggio auto,http://www.dibrinamoto.it/noleggio,346 790 2140,"Via Pietro Nenni, 16/18 Rodi Garganico 71012",Rodi Garganico,,dibrinamoto@libero.it,https,WordPress,No,Aruba S.p.A. Network,69,94,92.00,Sì,No
Autolavaggio e gommista Graziano Francesco,Autolavaggio,,335 645 8064,C.da Vallone dei Mulini,Ischitella,,,,,,,,,,,
Autonoleggio Ischia,Agenzia di noleggio auto,http://www.autonoleggioischia.it/,081 992444,"Via Iasolino, 27",Ischia,,info@autonoleggioischia.it,https,Angular,Sì,Aruba S.p.A.,64,90,92.00,Sì,No
Autonoleggio Quitadamo Matteo,Servizio taxi minibus,,360 348 048,"Via Monte Saraceno, 6",Manfredonia,,,,,,,,,,,
Noleggiami | Noleggio Auto e Furgoni | Manfredonia,Agenzia di noleggio auto,,0884 586703,"Via Gargano, 178 A",Manfredonia,,,,,,,,,,,
Autonoleggio Mario Balestrieri Ischia,Agenzia di noleggio auto,http://www.autonoleggiomariobalestrieri.com/,327 617 2491,"Via Iasolino, 41",Ischia,,balestrierimariorent@libero.it,https,Shopify,No,Fastweb SpA,59,78,100.00,Sì,No
CMRent Manfredonia,Agenzia di noleggio auto,,389 874 3628,via Calle del porto - Torre B,Manfredonia,,,,,,,,,,,
D&G Car Rent,Agenzia di noleggio auto,,351 346 1824,SP81,Carapelle,,,,,,,,,,,
FEDE MotorS,Concessionario auto,,0885 845017,"Via Don Damiano Ciano, 18",Carapelle,,,,,,,,,,,
Officina Meccanica M.a.m.,Agenzia di noleggio auto,,339 194 6945,"Via Cairoli, 160",Celenza Valfortore,,,,,,,,,,,
SGM Gruppo vendita e noleggio,Agenzia di noleggio auto,,379 149 8569,"Via Pier Santi Mattarella, 46",Accadia,,,,,,,,,,,
GDL RENT ISCHIA - Noleggio Auto e Scooter Ischia Porto,Agenzia di noleggio auto,https://www.gdlrentnoleggioischia.it/,392 126 9147,"Via Baldassarre Cossa, 9",Ischia,,noleggiogdlrent@gmail.com,https,Angular,Sì,Google LLC,59,93,100.00,Sì,No
Autonoleggio Taxi Marasco Cosmo,Servizio taxi,https://www.autonoleggiomarasco.it/,0884 535659,"Via dei Celestini, 5",Manfredonia,,info@autonoleggiomarasco.it,https,React,Sì,HOSTINGER FR,60,70,100.00,Sì,No
Alex M Service di Domenico Scrocco,Agenzia di noleggio auto,,366 632 2834,"Via Ascoli Satriano, Km 3800 150",Foggia,,,,,,,,,,,
Autonoleggio Mazzella Rent,Agenzia di noleggio auto,http://www.mazzellarent.it/,081 991141,"Piazzale Trieste, 4",Ischia,,info@mazzellarent.it,https,Joomla,No,Aruba S.p.A. Network,56,72,100.00,Sì,No
