Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
L'angolo delle Barche,Noleggio barche,,351 979 6276,"Str. Isolotto, 51",Salinagrande,,,,,,,,,,,
Poseidone noleggio barche ed escursioni Andrano,Noleggio barche,https://www.poseidonenoleggiobarche.it,388 657 0931,"Viale Europa, 17",Marina di Andrano,,newpaolo@icloud.com,https,Shopify,No,Aruba S.p.A.,63,91,75.00,Sì,No
Settedecimi - Gite in barca e Noleggio barche,Noleggio barche,https://www.settedecimi.com,376 167 6970,Località Arcomagno,San Nicola Arcella,,settedecimisrl@gmail.com,https,WordPress,Sì,Aruba S.p.A.,63,95,77.00,Sì,No
Adventure Sea,Noleggio barche,http://adventuresea.net,02 8715 7228,Via Lungomare Stefano Pugliese,Catanzaro,,,https,WordPress,No,Server Plan S.r.l.,65,80,92.00,Sì,No
"SEAPASSION NOLEGGIO GOMMONI,BARCHE , ESCURSIONI COST TO COST,FLYBOARD CALABRIA",Noleggio barche,https://www.seapassion.eu,349 465 4011,Contrada Formicoli,Ricadi,,info@seapassion.eu,https,ASP.NET,No,Google LLC,59,81,92.00,Sì,No
Sea Sports Noleggio - Escursioni - Boat trip - Barche e gommoni,Noleggio barche,http://www.seasports.it,328 286 6652,Resort Thalasso & SPA 89866,San Nicolò,,seasports@live.it,https,WordPress,No,Aruba S.p.A. Network,49,63,92.00,Sì,No
Noleggio Barche e Gommoni - Tour Snorkeling - Escursioni Shark Bay,Noleggio barche,http://www.tropeanautica.com,329 424 6671,Contrada La Grazia,Parghelia,,info@tropeanautica.com,https,Shopify,No,Genesys Informatica S.r.l,83,100,91.00,Sì,No
Nautica Sport di Capogreco Paolo,Noleggio barche,http://www.nauticasport.it,348 818 4905,"Str. Privata Località Pamadonna, Snc",Bovalino,,info@nauticasport.it,https,WordPress,Sì,Aruba S.p.A.,60,77,77.00,Sì,No
Blue Marine - Massimo e Patrizia Ranieri - Noleggio Ufficiale Imbarcazioni - Noleggio Barche e Gommoni - Tour con Skipper,Noleggio barche,https://cantierenauticobluemarine.it,333 718 3942,località turrati mare,Soverato,,,https,WordPress,Sì,Aruba S.p.A.,34,59,77.00,Sì,No
Easy Rental Boat Tropea,Noleggio barche,https://easyrentalboat.it,392 126 7037,Viale Raf Vallone,Tropea,,,https,Joomla,No,Google LLC,56,73,92.00,Sì,No
