Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Officina meccanica Tatti Gian Piero,Meccanico e assistenza automobili,,0783 651194,"Via Sassari, 7",Ardauli,,,,,,,,,,,
Autocarrozzeria G.B. Sas,Meccanico e assistenza automobili,,079 799135,"Via Giuseppe Garibaldi, 65",Anela,,,,,,,,,,,
Autocarrozzeria & Autonoleggio SUPERCAR,Autocarrozziere,http://www.supercar-oristano.it/,0783 359087,Vico Bruxelles,Oristano,,supercar1@tiscali.it,https,Webnode,No,Amazon Technologies Inc.,74,93,100.00,Sì,No
A.M. Service Di Digosciu Maddalena & C. S.N.C.,Agenzia di noleggio auto,http://www.amserviceonline.it/,0789 68884,Aeroporto Costa Smeralda,Olbia,,prenotazioni@amserviceonline.it,https,WordPress,No,Amazon Technologies Inc.,65,81,92.00,Sì,No
Pisciottu-taxi-Ncc,Servizio taxi,https://pisciottutaxincc.it/,345 795 6932,"Via Trentino, 4",Aglientu,,info@pisciottutaxincc.it,https,React,No,"Amazon.com, Inc.",56,76,100.00,Sì,No
Autonoleggio Salento Italia Lecce - Punto di noleggio,Agenzia di noleggio auto,https://www.autonoleggiosalento.com/,0833 955091,"Via Don Bosco, 35",Lecce,,,https,WordPress,Sì,Aruba S.p.A.,60,60,85.00,Sì,No
Eurospin,Alimentari,,045 786 2000,Viale della Repubblica,Lecce,,,,,,,,,,,
Autofficina Point Car Service Autonoleggio Auto Sostitutiva Vito Caione,Officina autoriparazioni,,0832 601075,"Via Gentile, 29",Carmiano,,,,,,,,,,,
Interspar,Negozio di alimentari,,0832 097750,"Via Lequile, 123",Lecce,,,,,,,,,,,
Autonoleggio Arru Viaggi Sorgono,Servizio taxi minibus,,328 135 5364,"Vico I Contini Canonico, 18",Sorgono,,,,,,,,,,,
DRIVALIA Mobility Store,Agenzia di noleggio auto,,331 884 8638,"Via Vernole, 37",Lecce,,,,,,,,,,,
