Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Borgo Marinaro,Bed & Breakfast,,392 871 9062,lungomare,Cetraro Marina,,,,,,,,,,,
L'Ulivo Sul Mare,Bed & Breakfast,,338 404 9366,"Via Santa Maria di Mare, 9",Cetraro Marina,,,,,,,,,,,
B&B Antica Calabria,Bed & Breakfast,https://www.anticacalabria.com/,340 127 8744,"Via S. Antonio Abate, 34",San Fili,,,https,Joomla,Sì,Aruba S.p.A.,22,56,83.00,Sì,No
Dal tramonto all'alba Affittacamere,Bed & Breakfast,,377 084 4339,"Via, Viale F Paolo Lucibello, 10",Cetraro,,,,,,,,,,,
B&B VILLA BETTA,Bed & Breakfast,,0982 971890,"Via Ciro Menotti, 9",Cittadella del Capo,,,,,,,,,,,
A Due Passi Dal Mare B&B,Bed & Breakfast,https://www.hotelscheck-in.com/aduepassidalmarebnb/it/,392 785 2906,"Via C. Colombo, 13",Marina,,,https,WordPress,No,"Cloudflare, Inc.",42,76,85.00,Sì,No
B&B Verzavò,Bed & Breakfast,http://www.verzavo.com/,328 198 1864,"Località, n, 8",Ponte Arenazza,,bbverzavo@gmail.com,https,Shopify,No,Kualo Limited,45,59,92.00,Sì,No
B & B L'ABBRACCIO AGNONE,Bed & Breakfast,,339 430 5025,"Corso Vittorio Emanuele, 185",Agnone,,,,,,,,,,,
Abbaidda Hotel,Hotel,https://www.abbaiddahotel.com/,079 676 5100,Via A. Diaz,La Muddizza,,,https,Joomla,No,Aruba S.p.A.,51,80,83.00,Sì,No
B&B Vecchia Fonte,Bed & Breakfast,http://www.vecchiafonte.it/,349 262 5190,"Via di S. Vincenzo, 10",Campiglia Marittima,,info@vecchiafonte.it,https,Joomla,Sì,Genesys Informatica S.r.l,56,90,100.00,Sì,No
Hotel Piccolo Mondo,Hotel,http://www.ilpiccolomondohotel.it/,0982 999537,"km 302, SS 18 Tirrena Inferiore, 16",Acquappesa,,,https,WordPress,No,Netsons Network,52,62,85.00,Sì,No
Albergo Italia,Hotel,,0865 78589,"Piazza XX Settembre, 11",Agnone,,,,,,,,,,,
Armonie,Bed & Breakfast,http://www.bbarmonie.it/,333 870 5347,"Via Castelfidardo, 2",Agnone,,,https,WordPress,No,SEEWEB s.r.l.,73,100,92.00,Sì,No
B&B Mediterraneo,Bed & Breakfast,,366 983 2357,"Via Stazione, 48",Cetraro Marina,,,,,,,,,,,
La Dimora del Sergente,Bed & Breakfast,https://beb.it/dimoradelsergente,333 278 4957,"Largo del Carmelo, 9, Via V. Veneto, 14",Carovilli,,,https,WordPress,No,"Amazon.com, Inc.",72,95,100.00,Sì,No
Casa Valecchio,Alloggio turistico,,055 831 9608,"Via di Uscioli, 11",Pontassieve,,,,,,,,,,,
B&B Tirassegno,Bed & Breakfast,,328 154 1304,"Via Pasquale e Ettore Marinelli, 11",Agnone,,,,,,,,,,,
Agriturismo Il Pezzatino,Agriturismo,http://www.ilpezzatino.it/,347 608 8271,"Via Castiglioni, 29",Rufina,,info@ilpezzatino.it,https,React,No,Seeweb srl,64,76,92.00,Sì,No
B&B Il Tomolo,Alloggio con uso cucina,https://www.iltomoloagnone.it/BampB.htm,329 108 5057,"Via Beato Antonio Lucci, 36",Agnone,,info@iltomoloagnone.it,https,React,Sì,WeservIT,63,98,92.00,Sì,No
CASATORTA B&B,Hotel,http://casatorta.eu/,331 890 5979,"Località Molezzano, 97",Vicchio,,,https,React,No,PlusServer GmbH,77,97,100.00,Sì,No
