Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Panificio Mille Molliche,Alimentari,,388 491 6399,"SP1, 64",Celenza Valfortore,,,,,,,,,,,
Market Gli Antichi Sapori Di Vigilante,Negozio di alimentari,,0884 88579,"NR. 7, Via Manfredi",Cagnano Varano,,,,,,,,,,,
Macelleria Fascia,Macelleria,,393 995 7990,"Via Cairoli, 1",Celenza Valfortore,,,,,,,,,,,
SPESA A&O,Negozio di alimentari,,393 971 1123,"Via Foggia, 7/A",Cagnano Varano,,,,,,,,,,,
Unieuro City,Negozio di elettronica,,0884 89170,"Via di Vagno, 22",Cagnano Varano,,,,,,,,,,,
Abbigliamento Trend La Griffe Di D'Apolito Arcangelo,Negozio di abbigliamento,,0884 80636,"Viale Montegrappa, 13",Cagnano Varano,,,,,,,,,,,
MARGHERITA CONAD,Alimentari,,0884 853474,"Via Piave, 4",Cagnano Varano,,,,,,,,,,,
General Market,Alimentari,,0884 80471,"Via Montegrappa, 29",Cagnano Varano,,,,,,,,,,,
CHIODO FISSO FERRAMENTA,Ferramenta,,0884 8194,"Via A. Moro, 6/C",Cagnano Varano,,,,,,,,,,,
Electric di Riccardo del Campo,Negozio di elettronica,,0884 88013,"Via A. Moro, 7/C",Cagnano Varano,,,,,,,,,,,
Grimaldi Ceramiche,Negozio di ceramiche,,0884 89126,Via delle Rose,Cagnano Varano,,,,,,,,,,,
Ferramenta Leo Sante Di Curatolo Leonarda,Ferramenta,,0884 8198,"Via Montegrappa, 78",Cagnano Varano,,,,,,,,,,,
D'Errico,Negozio di abbigliamento,,0884 89072,"Via Dante Alighieri, 4",Cagnano Varano,,,,,,,,,,,
Bar Centrale Di Clemente Stefania Giusi,Bar,,0881 554000,"Piazza Alessandro Malice, 13",Celenza Valfortore,,,,,,,,,,,
ANGIOLINO DELLE GRAZIE di Antonio Delle Grazie,Agenzia funebre,http://www.dellegraziea.it/,0881 554005,"V.le Regina Margherita, 168",Celenza Valfortore,,info@dellegraziea.it,https,Wix,No,Google LLC,62,88,92.00,Sì,No
Gruppo Real | Realwood - Edilcolor - Realkasa,Fornitore di porte,http://www.realwoodporte.it/,0884 80924,"Contrada Coppa Sant'Agata, Snc",Cagnano Varano,,,https,WordPress,No,Serverplan s.r.l.,71,97,100.00,Sì,No
BOUTIQUE PATRICK di Di Bari Orazio,Negozio di abbigliamento,,0884 80439,"Via Montegrappa, 71",Cagnano Varano,,,,,,,,,,,
SINO STORE,Grande magazzino,,328 283 0842,"Via Melfi, km 0，700",Cerignola,,,,,,,,,,,
Happy shopping cerignola,Negozio,,331 882 9459,"Via Manfredonia, 72",Cerignola,,,,,,,,,,,
MA.AL S.R.L Porte E Finestre,Negozio di piastrelle ceramiche,,0884 8132,"SS693 Lesina FG Italia km 42,5, SS693",Cagnano Varano,,,,,,,,,,,
Fusco Abbigliamento,Negozio di abbigliamento,https://fuscoabbigliamento.it/,346 734 8892,"Via C. Battisti, 53",Casalvecchio di Puglia,,fuscoabbigliamento@gmail.com,https,React,Sì,SEEWEB s.r.l.,69,90,92.00,Sì,No
VITULANO DRUGSTORE,Profumeria,https://www.vitulanodrugstore.it/,0884 8109,"Via delle Rose, 2E",Cagnano Varano,,info@aegvitulano.it,https,Shopify,Sì,Aruba S.p.A.,57,57,92.00,Sì,No
Happy Casa Store Cerignola,Casalinghi,,0885 890694,"Corso scuola agraria, Via Monte Amiata, 43",Cerignola,,,,,,,,,,,
Sciusco Giuliano & C.,Negozio di forniture idrauliche,,0885 424523,"Via Sestriere, 40",Cerignola,,,,,,,,,,,
Magazzino Grisorio Compra-Vendita di olive e Pesa,Pesa,,349 836 7043,Unnamed road,Cerignola,,,,,,,,,,,
Serio & Puro,Magazzino all'ingrosso,,320 115 3077,"Contrada Quarto, snc",Cerignola,,,,,,,,,,,
Agri.Cer. di Cirulli srl,Magazzino all'ingrosso,http://www.agricercirulli.it/,0885 440139,41°15'05.8N 15°52'02,Cerignola,,info@agricercirulli.it,http,WordPress,Sì,Aruba S.p.A. Network,54,81,100.00,Sì,No
RSbeverageefood,Magazzino all'ingrosso,,345 371 8816,"Viale di Ponente, 182",Cerignola,,,,,,,,,,,
Azzollino Ingrosso E Dettaglio,Negozio di sci,http://www.azzollino.com/,0885 420096,"Via Teodato Albanese, 6",Cerignola,,info@azzollino.com,https,React,No,"Cloudflare, Inc.",52,63,92.00,Sì,No
DIEMME DISTRIBUZIONE SRL,Magazzino all'ingrosso,,0885 841732,"zona industriale, Via E. de Nicola",Cerignola,,,,,,,,,,,
De lisi teodoro,Negozio di alimentari,,347 176 2881,"Via Palmiro Togliatti, 21",Castelnuovo della Daunia,,,,,,,,,,,
Edilferro S.R.L.,Fornitore di materiali da costruzione,https://distanziatoriedilferro.it/,0881 553732,"Contrada Caprareccia, Casalvecchio Di Puglia, FG 71030",Casalvecchio di Puglia,,info@distanziatoriedilferro.it,https,Shopify,No,Serverplan s.r.l.,38,46,92.00,Sì,No
Amazon Counter - Amazon- BECCIA LUIGI,Spedizioni e corrispondenza,,0881 559131,"Via Garibaldi, 21",Castelnuovo della Daunia,,,,,,,,,,,
Petronzi Michele,Grossista di acqua minerale,,0882 689114,Via Tocci,Chieuti,,,,,,,,,,,
Bar Centrale Di Guerino Luigi,Bar,,0881 558034,"Corso Cardinale Parente, 65",Casalnuovo Monterotaro,,,,,,,,,,,
I.S.C. G. MANDES,Scuola di educazione generale,,0881 558029,"Via A. Diaz, 76",Casalnuovo Monterotaro,,,,,,,,,,,
Semidaunia Srl,Magazzino all'ingrosso,,0885 425659,Via Mose Conte Snc Zona Industriale,Cerignola,,,,,,,,,,,
Magazzini Pasquale Carpinelli,Ferramenta,,0885 327413,"Viale USA, 35",Cerignola,,,,,,,,,,,
Macelleria Palladino,Macelleria,,0881 558567,"Via Torino, 4",Casalnuovo Monterotaro,,,,,,,,,,,
CRETA S.R.L.,Magazzino all'ingrosso,,347 857 7894,"Via Lucera, Contrada Crocella, s.n",Volturino,,,,,,,,,,,
FORTAREZZA SRLS,Negozio,http://www.fortarezzasrls.it/,0885 851256,"Via S. Ferdinando di Puglia, 48",Cerignola,,,https,WordPress,No,Aruba S.p.A. Network,81,93,92.00,Sì,No
BigMat F.lli Taurino S.n.c.,Negozio di materiali da costruzione,https://fratellitaurino.bigmat.it/,0885 442652,"Via Melfi, 99",Cerignola,,fratellitaurino@bigmat.it,https,Joomla,Sì,Vodafone,47,66,92.00,Sì,No
Comune di Carlantino,Municipio,,0881 552224,Corso Europa,Carlantino,,,,,,,,,,,
Cartolibreria Golia,Cartoleria,,0881 558424,"Piazza Municipio, 8",Casalnuovo Monterotaro,,,,,,,,,,,
Commercio Olive Dantino,Magazzino all'ingrosso,,0882 386400,SP13,Torremaggiore,,,,,,,,,,,
Megal Di Lamatrice Antonio E Enza Sas,Alimentari,,0881 963217,"Via Fontana Nuova, 110",Deliceto,,,,,,,,,,,
Il Giglio Snc di Lamatrice e Del Tito Maria,Caseificio,,0881 963090,"Via Borgo, Via Gavitelle, 20",Deliceto,,,,,,,,,,,
New Office Di Capano Eva Filomena,Negozio di forniture per ufficio,,0881 969144,"Via Borgo, Via Gavitelle, 30",Deliceto,,,,,,,,,,,
Edil Frano Sas Di Frano Maria Luigia,Arredo bagno,,0881 963455,Tremoleto,Deliceto,,,,,,,,,,,
Comas Srl,Fornitore di trattori e macchine agricole,http://www.comasmacchineagricole.com/contatti.html,0881 558324,Via Rossetti,Casalnuovo Monterotaro,,info@comasmacchineagricole.com,https,ASP.NET,No,Aruba S.p.A. Network,63,81,82.00,Sì,No
Macelleria Meomartino Leonardo,Macelleria,,0881 558108,"Corso Giuseppe Garibaldi, 18",Casalnuovo Monterotaro,,,,,,,,,,,
Istituto Comprensivo di Deliceto,Scuola di educazione generale,,0881 886908,"Via Bovino, 1",Deliceto,,,,,,,,,,,
Comune di Deliceto,Municipio,,0881 967411,"Corso Margherita, 45",Deliceto,,,,,,,,,,,
Carabinieri Comando Stazione Deliceto,Arma dei Carabinieri,,0881 914010,"Via Francesco Petrarca, 1",Deliceto,,,,,,,,,,,
Le Fontanelle,Ristorante,,0881 972347,"Via Fontanella, 2",Celle di San Vito,,,,,,,,,,,
Ortofrutta Candela S.r.l.,Grossista di frutta e verdura,http://www.ortofruttacandela.it/,0883 619999,"kilometro 35, SS93",Canosa di Puglia,,info@ortofruttacandela.it,http,WordPress,No,Aruba S.p.A.,64,84,100.00,Sì,No
TemporaryStock Cerignola,Negozio di elettronica,https://www.temporarystock.shop/,0885 327200,"Viale Maria Santissima Ausiliatrice, 175",Cerignola,,,https,Angular,No,Aruba S.p.A. Network,22,49,85.00,Sì,No
Supermarket D'Apolito S.n.c.,Alimentari,,349 367 8011,"Corso Matino, 124",Mattinata,,,,,,,,,,,
T.F.M. srl,Fornitore di prodotti di calcestruzzo,,347 039 6501,"Strada comunale, Via S. Benedetto",Mattinata,,,,,,,,,,,
CIUFFREDA RICAMBI,Grande magazzino,https://ciuffredaricambi.com/,0885 328996,"Via Melfi, km 0/500",Cerignola,,ciuffredafrancesco9@gmail.com,https,WordPress,No,Hostinger International Limited,67,99,83.00,Sì,No
CANDELAMICA - ARC 333 SAS DI BECHIS C.,Negozio di candele,https://candelamica.com/,075 914 8335,"Via Case Gatti, 43",Morano Madonnuccia,,info@candelamica.it,https,ASP.NET,Sì,Netsons Network,59,80,85.00,Sì,No
MARKET Fam. D'ERMES,Alimentari,,329 609 0440,"Corso Giorgio Castriota Skanderbeg, 50/52",Chieuti,,,,,,,,,,,
Con le Mani,Negozio di souvenir,,340 381 4381,"Piazza Del Popolo, 1",Peschici,,,,,,,,,,,
Ediltrade,Fornitore di materiali da costruzione,,0884 962296,localita citrigno,Peschici,,,,,,,,,,,
MD S.p.A.,Alimentari,,320 458 3701,"VIa Tramontana, Contrada, Via Cimitero",Peschici,,,,,,,,,,,
Fratelli Masulli,Alimentari,,0884 565499,"4, Via Orsomando Giulio, Monte Sant'angelo, FG 71037",Monte Sant'Angelo,,,,,,,,,,,
Pane e Formaggi,Negozio di alimentari biologici,,348 759 9291,"Via del Castello, 4",Monte Sant'Angelo,,,,,,,,,,,
Tropical,Bar tabaccheria,,0881 914043,"Corso Margherita, 36",Deliceto,,,,,,,,,,,
Rea Rocco Ferramenta,Ferramenta,https://roccoreaferramenta.it/,333 617 2001,"Via Borgo, Via Gavitelle, 14",Deliceto,,info@roccoreaferramenta.it,https,WordPress,Sì,Serverplan s.r.l.,60,94,92.00,Sì,No
Panificio San Giuseppe,Paninoteca,https://panificio-san-giuseppe.it/,334 298 6040,"Via Grilli Francesco, 6",Mattinata,,panificiosangiuseppe08@gmail.com,https,React,No,Amazon Technologies Inc.,86,99,100.00,Sì,No
Supermarket F.Lli Prencipe (S.N.C.),Alimentari,,0884 559430,"Corso Matino, 75",Mattinata,,,,,,,,,,,
SPAZIO CONAD,Alimentari,,0884 602432,"Contrada Pace, snc",Monte Sant'Angelo,,,,,,,,,,,
Ieri e Oggi,Pub,,347 937 2486,"Via del Castello, 33",Monte Sant'Angelo,,,,,,,,,,,
Dellerma Antonio & Figli S.A.S.,Grossista di frutta e verdura,http://www.dellermaingrosso.it/,0885 415742,Via Piazza Vecchia,Cerignola,,info@dellermaingrosso.it,https,React,Sì,Aruba S.p.A.,69,92,100.00,Sì,No
BIMBO MANIA Ingrosso Giocattoli,Magazzino all'ingrosso,https://www.bimbomaniasrl.it/,0885 852722,Via dei Funai,Cerignola,,info@bimbomaniasrl.it,https,React,Sì,Google LLC,37,39,92.00,Sì,No
Magazzino Nuovarredo Foggia,Grande magazzino,,379 269 5603,SP105,Foggia,,,,,,,,,,,
MAGAZZINO Perle coi fiocchi di Allegri Stefania,Negozi di artigianato,,324 610 4039,"Via Modestino Mancini, 4",Foggia,,,,,,,,,,,
Gargano,Centro commerciale,https://www.centrogargano.it/,0884 536906,"Contrada Pace, Loc",Monte Sant'Angelo,,,https,ASP.NET,Sì,OVH SAS,59,84,85.00,Sì,No
Supermercato Trotta,Negozio di alimentari,,0884 551002,"Via Chicco, 102/A",Mattinata,,,,,,,,,,,
Max shop,Grande magazzino,,320 710 7669,"Via Monsignor Luigi Giussani, 17",Foggia,,,,,,,,,,,
Panda Italia srls,Grande magazzino,,0881 174 5517,"Viale Ofanto, 174",Foggia,,,,,,,,,,,
EDILARTE PIRACCI S.A.S. - DI PIRACCI GIUSEPPE E VINCENZO & C.,Fornitore di materiali da costruzione,http://www.edilartepiracci.com/contatti/,0884 963016,"Contrada Valle Castellana, Peschici, FG 71010",Peschici,,edilartepiracci@hotmail.com,http,WordPress,No,Aruba S.p.A. Network,62,72,92.00,Sì,No
KE STORE: Nuovamente Fly,Negozio di tende,https://www.keoutdoordesign.com/,0884 550209,"Corso Matino, 51/interno 1",Mattinata,,info@keitaly.it,https,WordPress,Sì,Amazon Technologies Inc.,46,66,92.00,Sì,No
Extra Tentazioni / Working Group s.r.l.,Magazzino all'ingrosso,,0881 178 0736,Via di Tressanti,Foggia,,,,,,,,,,,
Griffes Boutique Deliceto,Negozio di abbigliamento,https://www.griffesboutique.com/,0881 963928,"Corso Margherita, 64/66",Deliceto,,griffesboutique.shoponline@gmail.com,https,React,Sì,Google LLC,42,56,100.00,Sì,No
Di Taranto Alfonso,Ferramenta,,0881 963032,"Vico I Corso Umberto, 19",Deliceto,,,,,,,,,,,
ITAO,Grande magazzino,,366 348 6611,"Via Luigi Einaudi, 27",Foggia,,,,,,,,,,,
FOGGIA DISTRIBUZIONE MERCI SRLS,Spedizioni e corrispondenza,,0881 615025,S.S. 673 Km 24,Foggia,,,,,,,,,,,
Erre Emme Srl,Magazzino all'ingrosso,,0881 753337,"Via di S. Giuliano, 49",Foggia,,,,,,,,,,,
Magazzini Gmb Srl,Merceria,,0881 716063,"Piazza Aldo Moro, 40",Foggia,,,,,,,,,,,
Partesa - Unità Operativa di Macchia di Monte S. Angelo,Distribuzione di bevande,https://www.partesa.it/,0884 580411,"SS89, Km 161+700, SS89",Monte Sant'Angelo,,,https,React,Sì,Engineering D.HUB S.p.A.,56,62,100.00,Sì,No
Sapori del gargano,Negozio di prodotti alimentari italiani,,347 358 8005,"Largo Roberto il Guiscardo, 9",Monte Sant'Angelo,,,,,,,,,,,
Panificio Di Nigro Samanda,Fornaio,,0881 964018,"Corso della Vittoria, 54",Orsara di Puglia,,,,,,,,,,,
Mian Gargano S.R.L.,Fornitore di carburante,,0884 585188,"Contrada Pace, Macchia, FG 71037",Monte Sant'Angelo,,,,,,,,,,,
RE SOLE,Grande magazzino,https://resolecasa.com/,0881 618424,"Centro Commerciale Mongolfiera Foggia, Viale degli Aviatori, 126",Foggia,,,https,Shopify,Sì,"Cloudflare, Inc.",62,96,100.00,Sì,No
Edilizia FG di Giovanni Farinola - Materiali per edilizia,Fornitore di materiali da costruzione,,347 593 0993,"Viale degli Aviatori, Km.2",Foggia,,,,,,,,,,,
Arredamenti Di Bari,Negozio di mobili,https://www.arredamentidibari.it/,0884 561925,"Via Luigi Sturzo, 27",Monte Sant'Angelo,,info@arredamentidibari.it,https,React,Sì,OVH SAS,34,63,85.00,Sì,No
Goodshop,Grande magazzino,,334 330 6697,"Via Francesco Marinaccio, 68",Foggia,,,,,,,,,,,
Municipio,Municipio,,0881 964009,"Via XX Settembre, 72",Orsara di Puglia,,,,,,,,,,,
Ricci Auto Srl Magazzino Ricambi,Negozio di ricambi per auto,,0885 782587,"Via XXV Luglio, 83",Orta Nova,,,,,,,,,,,
Monte Sant' Angelo,Hotel,https://montesantangelo.traveleto.com/,389 065 6090,Via Mons. De Marco Marco Antonio II n.4,Otranto,,,https,React,No,"Cloudflare, Inc.",56,78,92.00,Sì,No
Casaforte Self Storage Foggia | Magazzini e Depositi,Self-storage,https://www.casaforte.it/dove-trovarci/foggia/?utm_source=gmb_foggia&utm_medium=link&utm_campaign=GMB,0881 720514,"Via Manfredonia, 20",Foggia,,foggia@casaforte.it,https,Joomla,Sì,"Cloudflare, Inc.",46,89,92.00,Sì,No
Nikasa Magazzino Gigante,Grande magazzino,https://nikasa.it/,0881 188 1408,SS 16,Foggia,,,https,WordPress,Sì,"Cloudflare, Inc.",39,40,92.00,Sì,No
Mondo Convenienza FOGGIA,Mobiliere,,06 91515,"Viale degli Aviatori, 126",Foggia,,,,,,,,,,,
Comune di Orsara di Puglia,Municipio,,0881 964013,"Via XX Settembre, 1",Orsara di Puglia,,,,,,,,,,,
Silo’s,Bar,http://www.silosbar.it/,349 155 8260,"Piazza Municipio, 8",Orsara di Puglia,,info@despero.com,https,Shopify,Sì,Server Plan S.r.l.,52,79,85.00,Sì,No
Caseificio Cannone ad Orta nova (fg),Caseificio,,389 967 1214,"Via S. Pio X, 4",Orta Nova,,,,,,,,,,,
Maizzi,Negozio di prodotti alimentari all'ingrosso,http://maizzi.it/,0881 771913,"Via Manfredonia Km 3,000",Foggia,,info@maizzi.it,https,React,Sì,Aruba S.p.A.,59,72,100.00,Sì,No
Autoaccessori Miele,Negozio di ricambi per auto,,0885 787576,"Via G. D'Annunzio, 30",Orta Nova,,,,,,,,,,,
Vomer società cooperativa agricola,Azienda agricola biologica,,0885 434072,"Via La Menola, 15",Stornara,,,,,,,,,,,
Libera srl,Magazzino all'ingrosso,,0885 434562,"Via don Enrico tazzoli , Stornara",Stornata,,,,,,,,,,,
Posta Guevara - Agriturismo,Agriturismo,http://www.postaguevara.com/home.html,0881 976880,Strada Statale 90 - Pod. 1,Orsara di Puglia,,info@postaguevara.com,http,Joomla,Sì,Aruba S.p.A.,54,61,77.00,Sì,No
Frisoli Concetta,Tabaccheria,,0881 964730,"Corso della Vittoria, 49",Orsara di Puglia,,,,,,,,,,,
Supermercato 167 Di Querques Luigi,Alimentari,,0885 434478,"Via Antonello da Messina, 17",Stornara,,,,,,,,,,,
Farmagricola Zingarelli Nicola,Mercato degli agricoltori,,349 129 4415,"Via Iolanda, 80",Stornara,,,,,,,,,,,
Agri ol.vin. s.r.l,Mercato degli agricoltori,,353 318 0352,"Via Lorenzo Lotto, 4A",Stornara,,,,,,,,,,,
Casalinghi e Ferramenta Totaro Michele,Negozio di articoli da cucina,http://www.totarohome.it/,0884 561175,"Via Ruggero Bonghi, 24",Monte Sant'Angelo,,,https,Shopify,No,OVH SAS,55,56,100.00,Sì,No
Stock Grandi Firme,Negozio di abbigliamento,http://www.stockgrandifirme.it/,0885 782662,"Corso Ricciotti, 17",Orta Nova,,,https,PrestaShop,No,Aruba S.p.A.,74,90,92.00,Sì,No
Di Salvatore Rocco,Ferramenta,,0885 434381,"Via Regina Elena, 19",Stornara,,,,,,,,,,,
La S.P. Trasporti - Societa' Cooperativa,Spedizioniere marittimo,,0885 431523,"Via Regina Margherita, 63",Stornara,,,,,,,,,,,
Arredamenti Roggia Di Torchiarella Leonardo & C. S.N.C. a Orta Nova (fg),Negozio di mobili,https://www.arredamentiroggia.it/,0885 781214,"Via Cialdini, 51",Orta Nova,,info@arredamentiroggia.it,https,WordPress,Sì,Seeweb srl,35,63,92.00,Sì,No
Mercati di Città - La Prima,Alimentari,https://www.mercatidicitta.it/,335 591 9008,"Via Regina Margherita, 5",Stornara,,,https,Shopify,Sì,Aruba S.p.A. Network,57,54,82.00,Sì,No
Ellegiesse stock e fallimenti,Centro commerciale,,0885 431562,"Via Tenente Maggiore Vincenzo, 29",Stornara,,,,,,,,,,,
Comune di Motta Montecorvino,Municipio,,0881 551007,"Via Nazionale, 36",Motta Montecorvino,,,,,,,,,,,
New Aligros Market,Alimentari,,0884 995243,"via Giacomo Matteotti, 52",Ischitella,,,,,,,,,,,
Berthoud Sas Ischitella • Edilizia & Riscaldamento,Fornitore di attrezzature per l'edilizia,,0884 195 0834,"via Giacomo Matteotti, snc",Ischitella,,,,,,,,,,,
Gatta Srl,Fornitore di attrezzature per l'irrigazione,https://www.gattasrl.it/,0885 784865,"Viale Ferrovia, km 1",Orta Nova,,,https,PrestaShop,Sì,Aruba S.p.A.,21,82,92.00,Sì,No
panda italia,Negozio,,0885 791004,Via Giuseppe Saragat,Orta Nova,,,,,,,,,,,
Maiorano Dario,Alimentari,,0884 996096,"Corso Cesare Battisti, 116",Ischitella,,,,,,,,,,,
D'ERRICO LEONARDO PIO,Negozio di elettronica,,0884 995208,"via Salvo d'Acquisto, 39",Ischitella,,,,,,,,,,,
Berthoud L. Dei F.lli Berthoud Veronica E Figli,Fornitore di materiali da costruzione,,0884 996074,"via Giacomo Matteotti, Snc",Ischitella,,,,,,,,,,,
Comune di Ischitella,Municipio,,0884 918411,"via 8 Settembre, 18",Ischitella,,,,,,,,,,,
Di Lella Girolamo,Servizio di riparazione di elettrodomestici,,0884 995505,"via alle Croci, 11",Ischitella,,,,,,,,,,,
Di Giulio srl,Negozio di prodotti agricoli,https://digiuliosrl.it/,0885 787275,"Via Carlo d'Angiò, Lotto 63",Orta Nova,,info@digiuliosrl.it,https,Joomla,No,Hetzner Online GmbH,42,70,92.00,Sì,No
Carabinieri Comando Stazione Ischitella,Arma dei Carabinieri,,0884 996010,"Via G. D'Annunzio, 4",Ischitella,,,,,,,,,,,
Tekno Elettrodomest. Di Tricarico P,Negozio di elettrodomestici,,199 580 480,"via Giacomo Matteotti, 3",Ischitella,,,,,,,,,,,
Di Virgilio Alimentari S.n.c.,Cash and carry,,0882 552613,SS16ter,San Paolo di Civitate,,,,,,,,,,,
L'essenziale Immobiliare-Agenzia Immobiliare ad Orta Nova,Agenzia immobiliare,http://www.lessenzialeimmobiliare.it/,327 072 2128,"Interno, Residence Torraco, Corso Giacomo Matteotti, 37",Orta Nova,,info@lessenzialeimmobiliare.it,https,Joomla,No,Hetzner Online GmbH,31,62,100.00,Sì,No
Motta Market Snc,Alimentari,,0881 551401,"Via S. Pellico, 13",Motta Montecorvino,,,,,,,,,,,
Prato Erboso Shop,Negozio di articoli per il giardinaggio,http://www.pratoerboso.com/,350 094 3210,"Via Ponticelli, 24F",Orta Nova,,addons4prestashop@gmail.com,https,React,No,Hetzner Online GmbH,42,60,85.00,Sì,No
RSSA Io Abito Qui,Casa di cura,https://www.sanitapiu.it/strutture/io-abito-qui/,0881 612931,"Via Isonzo, 30",Motta Montecorvino,,info@sanitapiu.it,https,WordPress,Sì,Aruba S.p.A.,56,83,85.00,Sì,No
Giuseppe Maiorano,Alimentari,,0884 995675,"via Salvo d`Acquisto, 35",Ischitella,,,,,,,,,,,
De Matteis Casa srl - Materiali Per L'Edilizia,Fornitore di materiali da costruzione,https://www.dematteiscasa.it/,0882 552525,"Via Giovanni Gentile, 50",San Paolo di Civitate,,info@dematteiscasa.it,https,WordPress,No,Netsons s.r.l.,74,92,92.00,Sì,No
Coop,Alimentari,,0882 553041,"Largo S. Paolo, 11",San Paolo di Civitate,,,,,,,,,,,
Eurospar,Negozio di alimentari,,0882 334843,Viale Caduti di Via Fani,San Severo,,,,,,,,,,,
CENTRO CERAMICA SRL,Negozio di materiale da pavimentazione,,0882 601411,"Via Castelnuovo, Km 1/500",San Severo,,,,,,,,,,,
R&G Distribution S.r.l.,Servizio di distribuzione,http://www.regdistribution.com/,0882 420856,"SP31, Snc",San Paolo di Civitate,,info@regdistribution.com,https,WordPress,No,One.com A/S,49,50,77.00,Sì,No
MAZZEO s.r.l.,Magazzino all'ingrosso,http://www.mazzeosrl.com/,0882 333244,"via foggia, km/0,500",San Severo,,info@mazzeosrl.com,https,React,No,Seeweb s.r.l,59,78,100.00,Sì,No
Lo Stockista - Mega store della ceramica,Negozio di piastrelle ceramiche,,333 106 0349,"Via Apricena, SS89 Km 0, 500",San Severo,,,,,,,,,,,
M.D.F. Monaco,Magazzino all'ingrosso,https://www.monacomdf.it/,0881 558370,"41°37'49. 15°12'48., IV, 3N",San Severo,,info@monacomdf.it,https,ASP.NET,No,Aruba S.p.A,70,92,92.00,Sì,No
STOCK HOUSE,Produttore di mobili,,351 230 4457,"Viale due Giugno, 425/427",San Severo,,,,,,,,,,,
Mazzeo giocattoli,Magazzino all'ingrosso,https://www.mazzeogiocattoli.it/,0882 288003,"km 1,500 Via",San Severo,,,https,Angular,Sì,"Cloudflare, Inc.",20,79,92.00,Sì,No
Supermercato dok,Alimentari,,0882 070454,"Via Don Minzoni, 64 B",San Severo,,,,,,,,,,,
Farmagricola Terra e Sole SRL,Servizio agricolo,https://www.farmagricolaterraesole.it/,331 397 4971,"Via Regina Margherita, 113",Stornara,,farmaterraesolesrl@libero.it,https,Angular,Sì,Servereasy Srl,45,33,92.00,Sì,No
Comune di Sant'Agata di Puglia,Municipio,,0881 984007,"Piazza XX Settembre, 7",Sant'Agata di Puglia,,,,,,,,,,,
Granato Agata,Alimentari,,0881 984330,"Corso Carmelo Barbato, 40",Sant'Agata di Puglia,,,,,,,,,,,
Happy Casa Store San Severo,Casalinghi,,0882 199 0493,"Vico Porta Foggia, Km 1",San Severo,,,,,,,,,,,
Panificio Al Pan del Re di Messaggiero Carmine,Fornaio,,0881 984937,"Via Barbarito, 65",Sant'Agata di Puglia,,,,,,,,,,,
Bar Pizzeria Agatone,Pizzeria,,0881 984800,"Piazza XX Settembre, 22/13",Sant'Agata di Puglia,,,,,,,,,,,
