Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
C.M.R. Di Brandimarte Rossano,Officina autoriparazioni,,0861 86115,"Via Fonte Monsignore, 2",Ancarano,,,,,,,,,,,
Officina Fani' Fausto,Officina autoriparazioni,,0861 86432,"Via Fonte Monsignore, 1",Ancarano,,,,,,,,,,,
Locauto,Agenzia di noleggio auto,,085 431 2994,"Via Tiburtina Valeria, km 229",Pescara,,,,,,,,,,,
Auto Torino Teramo,Rivenditore di auto,,0861 610363,Via Nazionale,Bellante Stazione,,,,,,,,,,,
Irelli Stefano,Officina autoriparazioni,,0861 195 1858,"Viale Cesare Battisti, 42",Bellante,,,,,,,,,,,
DRIVALIA Mobility Store,Agenzia di noleggio auto,,0861 207 4240,"Via Amerigo Vespucci, Km 82",Teramo,,,,,,,,,,,
Autofficina D2 Service,Officina autoriparazioni,http://d2service.net/,0861 228924,"Viale Papa Giovanni XXIII, 5",Ancarano,,didueservice@gmail.com,https,WordPress,No,"Automattic, Inc",90,79,100.00,Sì,No
Soccorso stradale Autocarrozzeria di Piccioni Pierluigi,Servizio di traino,http://www.piccionipierluigi.it/,0861 616445,"Borgo Alfonso Martini, 51",Bellante,,piccioni.soccorso@tiscali.it,http,WordPress,No,Aruba S.p.A. Network,73,95,92.00,Sì,No
Asso Service # AUTOSERVICE F.LLI ANASTASI,Officina autoriparazioni,http://www.assoservice.net/it/rete-assistenza/,0861 86366,"Viale Papa Giovanni XXIII, 5",Ancarano,,info@assoservice.net,https,Shopify,No,Irideos Spa,41,52,83.00,Sì,No
vincenzo felli,Meccanico e assistenza automobili,,329 923 8409,SS 696 del Parco Regionale Sirente-Velino,Aielli,,,,,,,,,,,
AUTOFFICINA,Officina autoriparazioni,,350 082 4920,Via Valeria Tiburtina,Aielli,,,,,,,,,,,
Revisioni Marsica Di Croce A. E C. Sas,Officina autoriparazioni,,0863 711021,Via della Stanga,Aielli,,,,,,,,,,,
Muci Auto Srl,Carrozzeria,http://www.muciautomultiservice.it/,0833 202020,"Via Lecce, 165",Gallipoli,,carrozzeriamuci@alice.it,https,WordPress,No,Serverplan s.r.l.,56,72,85.00,Sì,No
DP Noleggio di D'Ambrosio Pasquale noleggio camion furgoni gru,Agenzia di noleggio gru,,320 959 7181,"Via Della Rimembranza, 2",L'Aquila,,,,,,,,,,,
Graziani Oscar & C. srl,Negozio di ricambi per auto,,0862 312612,"Via S. Gabriele dell'Addolorata, 25/C",L'Aquila,,,,,,,,,,,
