Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Comune di Albinea,Municipio,,0522 590211,"Piazza Cavicchioni, 8",Albinea,,,,,,,,,,,
ATG ITALY magazzino,Deposito,,051 976501,"Via della Tecnica, 10",Zona Artigianale Argelato,,,,,,,,,,,
Podere San Felice,Negozio di prodotti alimentari per gourmet,http://www.poderesanfelice.it/,346 710 2809,"Via V. Emanuele II, 86",Albinea,,,https,Shopify,Sì,Aruba S.p.A.,65,90,100.00,Sì,No
Coop,Alimentari,,051 890 6922,"Via I Maggio, 4",Argelato,,,,,,,,,,,
B.S.C. Santi srl,Magazzino all'ingrosso,,0523 945297,"Via Fornace, 53",Stazione di Alseno,,,,,,,,,,,
Coop.Trasportatori Argelato E San Giorgio Soc.Coop. A R.L.,Servizi di trasporto,http://www.cooptra.it/,051 865 1911,"Via della Tecnica, 3",Argelato,,coop.trasportatori@libero.it,https,WordPress,Sì,Aruba S.p.A. Network,60,70,100.00,Sì,No
Comune Di Besenzone,Municipio,,0523 836465,"Via Villa, 130",Besenzone,,,,,,,,,,,
Foletti Stefania,Bar,,0523 839684,"76 Via S. Omobono, Besenzone, PC 29010",Besenzone,,,,,,,,,,,
Mazzoni Fabio,Officina autoriparazioni,,0523 831002,"Via Villa, 133",Besenzone,,,,,,,,,,,
Centergross Srl,Cash and carry,http://www.centergross.com/,051 865 3154,"viale della Mercanzia 13, Blocco 5A",Funo,,info@centergross.com,https,Shopify,Sì,"DigitalOcean, LLC",40,52,92.00,Sì,No
Magazzino 7,Locale notturno,,340 988 0333,"Via Gustavo Foppiani, 7b",Piacenza,,,,,,,,,,,
Lokita Milano - Showroom Centergross Bologna,Magazzino all'ingrosso,https://www.lokitamilano.com/,051 317 9861,"via dei cardatori, 12 blocco7",Argelato,,info@lokitamilano.com,https,React,Sì,Keliweb S.R.L,47,42,100.00,Sì,No
La Cantina Di Argelato,Negozio di vini,http://cantinadiargelato.it/,051 897466,"Via Centese, 17",Argelato,,,https,WordPress,Sì,Host SpA,74,99,92.00,Sì,No
MGA Logistica Srl,Servizi di trasporto,http://www.mgalogistica.it/,051 864658,"Via degli Artigiani, 23",Zona Artigianale Argelato,,magazzino@mgalogistica.it,http,WordPress,No,OVH SAS,68,97,100.00,Sì,No
Würth & MODYF Argelato,Ferramenta,https://www.wuerth.it/negozi/promo-offerte/?utm_source=gmb&utm_medium=social&utm_campaign=gmb_pv_argelato,0471 827986,Strada provinciale 4 Galliera Sud,Funo,,servizioclienti@wuerth.it,https,WordPress,No,INTERBUSINESS,55,55,92.00,Sì,No
Cila Ciicai • Magazzino Argenta,Negozio di forniture idrauliche,https://www.cilaciicai.it/,0532 804413,"Via Celletta, 159/C",Argenta,,cilaciicai@gruppoarco.it,https,Joomla,No,Server Plan S.r.l.,51,83,92.00,Sì,No
La Bottega Di Besenzone Di Trabucchi Gerolamo,Alimentari,,380 211 8141,"Via Don Antonio Reboli, 46",Besenzone,,,,,,,,,,,
Rossetti Market Srl,Negozio di bricolage,http://www.rossettimarket.it/,0523 945392,"Via Emilia Est, 1388",Alseno,,marketing@rossettimarket.it,https,ASP.NET,No,Google LLC,43,70,92.00,Sì,No
Gme 4.0 Srl,Negozio di articoli da cucina,https://gme4srl.eu/,0523 593060,"Via Bartolomeo Riva, 12",Piacenza,,info@gme4srl.eu,https,WordPress,Sì,Keliweb S.R.L,31,54,77.00,Sì,No
