Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Ielpi Dr. Guido,Dentista,,055 841 6793,"Piazza Camillo Benso di Cavour, 23",Barberino di Mugello,,,,,,,,,,,
Dott. Ferranti Carlo Giovanni,Dentista,,0583 25447,"Via S. Rocco, 4",Altopascio,,,,,,,,,,,
Claudio Cirrincione,Dentista,,335 649 9972,"Corso Marco da Galliano, 32",Barberino di Mugello,,,,,,,,,,,
Martinelli Dr. Angelo Guido,Dentista,,0583 277162,"Via S. Giuseppe, 28",Altopascio,,,,,,,,,,,
Lambardi Dr. Silvia,Dentista,,0577 716099,"Via Giovanni Amendola, 13",Asciano,,,,,,,,,,,
Camarda Dr. Francesco,Dentista,,0577 717207,"Corso Giacomo Matteotti, 65",Asciano,,,,,,,,,,,
Giannotti Giuseppe,Dentista,,0583 618440,"Via del Grotto, 1",Camporgiano,,,,,,,,,,,
Studio Odontoiatrico Marelli,Dentista,,0577 717047,"Via Trento, 2",Asciano,,,,,,,,,,,
Ricci Andrea,Dentista,,0577 719574,"Via Bartolenga, 35",Asciano,,,,,,,,,,,
Studio Dentistico Modesti Dr. Luciano,Dentista,,0564 966928,"Piazza Indipendenza, 26",Arcidosso,,,,,,,,,,,
Benvenuti Dr. Silvia,Dentista,,0575 593356,"Piazza Stazione, 3",Bibbiena,,,,,,,,,,,
Mariani Dr. Lucia Studio Dentistico Odontoiatra,Dentista,,0575 595188,"Via Bernardo Dovizi, 7",Bibbiena,,,,,,,,,,,
Milli Giulio,Dentista,,0575 595233,"Viale Michelangelo, 84",Bibbiena,,,,,,,,,,,
Studio Dentistico Dottoressa Paola Mariani,Dentista,,0575 561763,"Piazza Garibaldi Giuseppe-soci, 33",Bibbiena,,,,,,,,,,,
Lippi Dr. Lippo,Dentista,,0575 593119,"Via delle Monache, 8",Bibbiena,,,,,,,,,,,
Studio dentistico Dr.ssa Virginia Tarrini,Dentista,,349 469 9850,"Via Giacomo Matteotti, 2",Calcinaia,,,,,,,,,,,
Studio Dentistico Magrini,Dentista,http://www.studiodentisticomagrini.it,334 998 7032,"Corso Bartolomeo Corsini, 24",Barberino di Mugello,,info@studiodentisticomagrini.it,https,WordPress,Sì,Aruba S.p.A,66,91,100.00,Sì,No
Logli Dott. Giovanni,Dentista,,338 957 2310,"Via F.lli Rosselli, 25",Altopascio,,,,,,,,,,,
Studio Dentistico Dr. Aldo Gattoni,Dentista,http://www.studioaldogattoni.it,055 847 9191,"Via della Miniera, 11",Barberino di Mugello,,info@studioaldogattoni.it,https,WordPress,Sì,Aruba S.p.A,65,88,92.00,Sì,No
D.p.a. srl,Dentista,,0577 716013,"Via Martiri della Libertà, 54",Asciano,,,,,,,,,,,
Studio Dentistico Dott.ssa Sara Marganti,Dentista,,388 425 5370,"Via Giuseppe Verdi, 1",Fornaci di Barga,,,,,,,,,,,
Dentista.tv Barga,Dentista,,0583 392797,"Via Comunale 1 Loc, Via Mencagli",Fornaci di Barga,,,,,,,,,,,
Pinelli Dr. Alessio,Dentista,,0583 724177,"Via Roma, 6",Barga,,,,,,,,,,,
Studio Dentistico Gallonati Dr. Giancarlo,Dentista,https://www.studiogallonati.com,0575 570013,"Via Rignano, 9/C",Bibbiena,,studiogallonati@gmail.com,https,WordPress,Sì,Google LLC,64,96,100.00,Sì,No
Cella Dott. Giacomo,Dentista,,0583 707100,"Via Alcide De Gasperi, 3",Fornaci di Barga,,,,,,,,,,,
Studio Dentistico Associato Migliorini - Casci,Dentista,,0583 709340,"Via Traversa, 16",Barga,,,,,,,,,,,
Pardini Dr. Franco,Dentista,,0583 724442,"Piazzale Lorenzo dei Medici, 68",Barga,,,,,,,,,,,
Studio Dentistico Diamante,Dentista,http://www.studiodentisticodiamante.it,0587 092366,"Via Sandro Pertini, 52",Calcinaia,,,https,ASP.NET,Sì,Aruba S.p.A.,63,46,100.00,Sì,No
Conti Dr. Massimo,Dentista,,055 841 8288,"Viale della Repubblica, 57",Barberino di Mugello,,,,,,,,,,,
STUDIO DENTISTICO,Dentista,,0187 421626,"Piazza Abbazia, 15",Aulla,,,,,,,,,,,
Pancani Dr. Franco,Dentista,,0587 755509,"Piazza Vittorio Emanuele II, 31",Bientina,,,,,,,,,,,
Studio Dentistico Quiriconi,Dentista,https://www.studiodentisticoquiriconi.it,0583 24939,"Via Camillo Benso Conte di Cavour, 155",Altopascio,,info@studiodentisticoquiriconi.it,https,Shopify,Sì,GENESYS,48,54,83.00,Sì,No
Stefani Dr. Corrado,Dentista,,0187 420965,"Via Resistenza, 52",Aulla,,,,,,,,,,,
Del Monte Dr. Luca Studio Dentistico,Dentista,,0187 421064,"Via Vittorio Veneto, 4",Aulla,,,,,,,,,,,
Bertucci Dott. Andrea Studio Dentistico,Dentista,,0187 408301,"Piazza Bettino Craxi, 15",Aulla,,,,,,,,,,,
Lazzarotti Dr. Alceste,Dentista,,0187 421088,"Via Resistenza, 43",Aulla,,,,,,,,,,,
Studio dentistico Zucconi,Dentista,http://www.studiodentisticozucconi.it,0583 216422,"Via G. Marconi, 27 / A",Altopascio,,info@studiodentisticozucconi.it,http,WordPress,Sì,Aruba S.p.A.,56,82,85.00,Sì,No
Studio Odontoiatrico Associato di Dott Ermal Saliaj e Greta Puccinelli,Dentista,,393 564 5457,"Piazza Vittorio Emanuele II, 35",Bientina,,,,,,,,,,,
Studio dentistico Dr. Pietro Lukolic,Studio medico,,055 845 6188,"Via Divisione Partigiana Garibaldi, 9/a",Borgo San Lorenzo,,,,,,,,,,,
Silfer Associazione Professionale,Dentista,,055 840 2376,"Piazzale Martiri della Libertà, 5",Borgo San Lorenzo,,,,,,,,,,,
Di Feo Antonio,Dentista,,055 849 4275,"Via Giuseppe Massarenti, 7",Borgo San Lorenzo,,,,,,,,,,,
Gangale Odontoiatria,Dentista,https://www.gangaleodontoiatria.it,0587 195 0744,"Via Antonio Gramsci, Via A. Pacini",Bientina,,info@gangaleodontoiatria.it,https,Shopify,Sì,Aruba S.p.A.,62,82,92.00,Sì,No
Studio Dentistico Dott. Bartolomei Giacomo Dott.ssa Cataldo Teresa,Studio medico,,0587 757466,"Via del Tiglio, 131",Calcinaia,,,,,,,,,,,
Studio Dentistico Dr. Rosi S.,Dentista,,055 845 9973,"Via Brocchi, 29",Borgo San Lorenzo,,,,,,,,,,,
Studio Dentistico Dr. Galeotti Marco,Dentista,,055 845 9279,"Via Leonardo Da Vinci, 7",Borgo San Lorenzo,,,,,,,,,,,
Cambi Dr. Stefano,Dentista,,055 849 4110,"Via Sacco e Vanzetti, 1",Borgo San Lorenzo,,,,,,,,,,,
Studio Associato Onori e Gualtieri,Dentista,,055 849 5444,"Corso Giacomo Matteotti, 105",Borgo San Lorenzo,,,,,,,,,,,
Studio Dentistico Brunori Dr. Claudio Studio Dentistico Brunori Dr.Claudio,Dentista,,0577 775239,"Via Belvedere, 1",Abbadia San Salvatore,,,,,,,,,,,
Studio Dentistico Dott. Niccolai Gabriele,Dentista,,0577 778120,"Via Amman, 20",Abbadia San Salvatore,,,,,,,,,,,
Bianchini Dr. Virgilio,Dentista,,055 845 8073,"Via Divisione Partigiana Garibaldi, 17",Borgo San Lorenzo,,,,,,,,,,,
Fabbrini Dr. Paolo,Dentista,,0577 776233,"Via Martiri di Niccioleta, 8",Abbadia San Salvatore,,,,,,,,,,,
"Dott. Barletti Alessandro Odontoiatra Borgo San Lorenzo (FI),Igienista Borgo San Lorenzo(FI)",Dentista,,055 845 6686,"P.za Dante, 47",Borgo San Lorenzo,,,,,,,,,,,
Studio Dentistico/Ortodonzia D.Ssa Debora Bonfigli,Dentista pediatrico,https://www.studiodentisticobonfigli.it,0187 421152,"Via Cerri, 63/R",Aulla,,deborabonfigli@virgilio.it,https,Shopify,No,Server Plan S.r.l.,59,73,85.00,Sì,No
Studio Dentistico Bartoli Dr. Francesco- Centro Odontoiatrico Mercurio,Dentista,,347 861 4763,"Piazza Abbazia, 15",Aulla,,,,,,,,,,,
Studio Dentistico Dr. Enea Gjalmi,Dentista,http://www.dreneagjalmi.it,055 845 6972,"Via Montebello, 20",Borgo San Lorenzo,,assistenza@webador.it,https,React,No,Google LLC,87,99,92.00,Sì,No
Studio Dentistico Dottor Lorenzo Sacchi,Dentista,,0577 777203,"Via Sabatini, 2",Abbadia San Salvatore,,,,,,,,,,,
Stildent (Domusdent) Studio Dentistico Anghiari,Dentista,http://www.domusdentanghiari.it,331 203 1109,"Corso Giacomo Matteotti, 129",Anghiari,,,https,Mobirise,No,Aruba S.p.A,93,99,82.00,Sì,Sì
"Studio Dentistico Associato, Dr. Alessandro Fratini - Dr. Andrea Terziani",Dentista,,0575 28608,"Via Bologna, 6",Arezzo,,,,,,,,,,,
Studio Dentistico Dr. Emilio Corvino Centro di Terapia Parodontale e Implantare,Dentista,http://www.emiliocorvino.it,334 663 2661,"Via Monsignor C. Vigiani, 4/2",Borgo San Lorenzo,,studiocorvino@gmail.com,https,WordPress,Sì,Aruba S.p.A.,50,66,92.00,Sì,No
Studio Dentistico Fracassi,Dentista,,0575 910729,"Via Giovanni Berchet, 3A",Arezzo,,,,,,,,,,,
Studio Odontoiatrico Dr. Leonardo Coradeschi,Dentista,,339 167 1183,"Via del Maspino, 13",Arezzo,,,,,,,,,,,
Dentista Dott. Andrea Vannini,Dentista,http://www.vannini.it,366 387 6584,"Via Alessandro Goracci, 7",Sansepolcro,,andrea@vannini.it,https,Joomla,Sì,Aruba S.p.A.,77,77,100.00,Sì,No
Coppi Dr. Letizia,Dentista,,0577 775061,"Via Gorizia, 56",Abbadia San Salvatore,,,,,,,,,,,
Studio Dentistico Dott.ssa Lucia Pancrazi,Dentista,https://studiopancrazi.it,320 230 4597,"Via Guglielmo Marconi, 2",Anghiari,,lucia.pancrazi@gmail.com,https,WordPress,Sì,Netsons Network,53,68,85.00,Sì,No
Studio Dentistico Dr. Domenico Virde - Odontoiatra Implantologo Parodontologo,Dentista,http://www.studiodentisticovirde.it,0575 27891,"2* Piano con Ascensore Invalidi, Via Monte Falco, 14",Arezzo,,,https,Joomla,Sì,"Cloudflare, Inc.",55,52,77.00,Sì,No
Studio Dentistico Dr. Laurenti Maurizio- Dr. Laurenti Andrea,Studio medico,,0575 354829,"V.le Michelangelo, 100",Arezzo,,,,,,,,,,,
DentalPro Arezzo,Clinica dentale,,0575 042150,"Via Vittorio Veneto 60/62 ang, Via Fabio Filzi, 4/6",Arezzo,,,,,,,,,,,
Studio Dentistico Simone Marziali,Dentista,http://www.studiosimonemarziali.it,0575 21268,"Via Bologna, 14 B\C",Arezzo,,,https,Shopify,No,The Constant Company,45,51,100.00,Sì,No
