Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
carpungitore sas,Carrozzeria,,0961 913444,"Via Mino Reitano, 10",Amaroni,,,,,,,,,,,
La Tua Prossima Auto Di Nicola Andreoli,Agenzia di noleggio auto,,377 414 7891,"Via Nazionale, 4",Cetraro,,,,,,,,,,,
Autonoleggio Scalea,Agenzia di noleggio auto,,388 404 2783,"Via Piano Lettieri, 295",Scalea,,,,,,,,,,,
Autofficina Scarpino Angelo,Meccanico,,0981 946211,"SP120, 5",Altomonte,,,,,,,,,,,
Sestito Antonio,Rivenditore di auto,,0961 913665,"Viale de Gasperi, 25",Amaroni,,,,,,,,,,,
Autoricambi Capparelli Di Capparelli Giovanni,Negozio di ricambi per auto,,0981 948303,"Snc, Via Nenni, Altomonte, CS 87042",Altomonte,,,,,,,,,,,
Agenzia Tony Viaggi & Turismo,Agenzia viaggi,,345 018 4084,"Via C. Pancaro, 37",Altomonte,,,,,,,,,,,
Point Service Autofficina Nardi Gianfranco,Meccanico e assistenza automobili,,0981 946520,Contrada Corvo,Altomonte,,,,,,,,,,,
Autofficina De Rosa Giuseppe E C. S.n.c.,Officina autoriparazioni,,0981 946333,"Contrada Corvo, 94",Altomonte,,,,,,,,,,,
Autofficina Jonica Di Buonamassa Vincenzo Felice & C. Sas,Officina autoriparazioni,,0981 915293,"Viale Lagaria, 266",Marina di Amendolara,,,,,,,,,,,
Noleggio NCC Altomonte,Servizio taxi,http://www.altomontenoleggioncc.it/,347 403 2574,V. Umberto Boccioni 5,Bianco,,taxincc.bova2023@gmail.com,https,Shopify,Sì,OVH SAS,56,91,85.00,Sì,No
Autofficina Ottaviano Verta,Meccanico e assistenza automobili,,388 933 3035,"Via John Fitzgerald Kennedy, 2",Altomonte,,,,,,,,,,,
Movers,Agenzia di noleggio auto,https://www.moversrent.it/,0982 90746,"Via Nazionale, 196",Guardia Piemontese Marina,,info@moversrent.com,https,WordPress,No,"Cloudflare, Inc.",28,53,85.00,Sì,No
Rina Car,Carrozzeria,,335 581 8705,"Contrada Colfari, 12",Amendolara,,,,,,,,,,,
Locauto,Agenzia di noleggio auto,,0984 175 8129,"Via C. Colombo, 79",Quattromiglia,,,,,,,,,,,
Agriturismo Agricarrozza,Agriturismo,https://agriturismo-agricarrozza.italiabella.top/,338 243 1122,Contrada Carrozza,Amendolara,,,https,React,No,Contabo GmbH,65,85,85.00,Sì,No
Distributore IP,Benzinaio,https://ip.gruppoapi.com/ricerca-stazioni-servizio/station/46177?utm_source=google&utm_medium=organic&utm_campaign=yext&utm_content=46177,800 987 887,Loc.Rutilio Ss.106 Km.395+014 N. Snc,Amendolara,,,https,Vue,No,"Amazon.com, Inc.",75,99,85.00,Sì,No
Gommista Cospite,Negozio di pneumatici,,0981 915426,"Viale Lagaria, 190",Marina di Amendolara,,,,,,,,,,,
Esposito Raffaele Autosalone Autocarrozzeria,Rivenditore di auto,,0981 915368,"Viale Calabria, 47",Marina di Amendolara,,,,,,,,,,,
Agenzia Viaggi I Delfini,Agenzia viaggi,http://www.idelfiniviaggi.it/,0981 911485,"Viale Lagaria, 180",Amendolara,,,http,Joomla,No,Aruba S.p.A.,35,57,83.00,Sì,No
DRIVALIA Mobility Store,Agenzia di noleggio auto,,0981 236184,"Via Francavilla Marittima, 7",Castrovillari,,,,,,,,,,,
Alcis Location - Tarn,Agenzia di noleggio auto,,+33 5 61 86 49 21,5122 Rte de Carlus,Terssac,,,,,,,,,,,
AMIEL AUTOS CENTER,Rivenditore di auto,,+33 5 63 43 53 91,46 Rue Jean Bart,Albi,,,,,,,,,,,
CarGo Location de Véhicules LESCURE D ALBIGEOIS,Agenzia di noleggio auto,,+33 5 63 60 08 88,Chem. des Deux Voies,Lescure-d'Albigeois,,,,,,,,,,,
LIGIER - MICROCAR Albert Automobiles SAS,Rivenditore di auto,,+33 6 71 73 41 87,12 Rue André Ampère,Albi,,,,,,,,,,,
Cars and Go,Autoriparatore,,+33 9 88 35 66 70,167 Av. Albert Thomas,Albi,,,,,,,,,,,
3B Automobiles Albi,Rivenditore di auto usate,,+33 5 63 52 11 97,159 Rte de Fauch,Albi,,,,,,,,,,,
Auto Services Location Albi,Officina autoriparazioni,,+33 5 63 47 19 85,Chem. de Najac,Lescure-d'Albigeois,,,,,,,,,,,
Reale Salvatore,Officina autoriparazioni,,0984 950529,"80 Contrada Scannelle, Acri, CS 87041",Acri,,,,,,,,,,,
NonSoloAuto di Montalto Angelo & C. sas,Rivenditore di auto,,0984 653984,"Via John Lennon, 131-135",Acri,,,,,,,,,,,
AUTORICAMBIPIU,Negozio di ricambi per auto,,0984 953540,"Via S. Giovanni Bosco, 23 B",Acri,,,,,,,,,,,
NCC Leone,Agenzia di noleggio auto,https://www.nccleone.it/,345 066 0061,"Via Cristoforo Colombo, 22",Policoro,,info@nccleone.it,https,React,No,SEEWEB s.r.l.,36,52,91.00,Sì,No
NonSoloAuto,Meccanico e assistenza automobili,,0984 955111,"Via Don Lorenzo Milani, 18",Acri,,,,,,,,,,,
Pellegrino Pneumatici Noleggio Auto,Negozio di pneumatici,,320 688 4483,"Via Francesco Cilea, 25/27",Acri,,,,,,,,,,,
Autobrilla,Rivenditore di auto,,0984 941612,Via S. Giovanni Bosco,Acri,,,,,,,,,,,
Vincenzo Caruso,Rivenditore di auto,,0984 910657,"Via Pastrengo, 62",Acri,,,,,,,,,,,
Segheria e Trasporti Bifano Domenico,Autolavaggio,,0984 942375,"Via Aldo Moro, 89",Acri,,,,,,,,,,,
Gallo Luigi,Carrozzeria,,0984 942452,"Contrada Acqua Del Passero, Acri, CS 87041",Acri,,,,,,,,,,,
Luigi Adornetti,Officina autoriparazioni,,0984 954970,"65 Via Logna, Acri, CS 87041",Acri,,,,,,,,,,,
Autocarrozzeria S.N.C.Di Ritacco Roberto & C.,Carrozzeria,,0984 950511,"Via Salice, 28",Acri,,,,,,,,,,,
Autoservizi Zeni Manuel,Servizio taxi,http://www.manuelandalo.it/,335 664 5313,"Via Casanova, 5",Andalo,,autoservizi.zeni@gmail.com,http,ASP.NET,No,Aruba S.p.A. Network,83,99,100.00,Sì,No
GRauto Ford Acri,Rivenditore di auto,http://www.grautoacri.it/,0984 941404,"Via Aldo Moro, 444",Acri,,info@grautoacri.it,https,ASP.NET,No,Aruba S.p.A. Network,57,63,83.00,Sì,No
AUTOGRADEM SnC di Gradilone Valerio & C.,Officina autoriparazioni,http://www.autogradem.it/,0984 941374,"Via Alessandro Fleming, 43",Acri,,info@autogradem.it,https,ASP.NET,Sì,OVH SAS,61,82,75.00,Sì,No
Autoparts Cozzolino,Negozio di ricambi per auto,,0984 406087,"Via Giacomo Brodolini, 38",Acri,,,,,,,,,,,
Autolavaggio Francesco Franchini,Autolavaggio,,340 352 7829,SS616 Kalabrien,Altilia,,,,,,,,,,,
SERRA LEONARDO,Centro per la revisione tecnica delle auto,http://gommeservice.it/,0984 452846,"Via Aldo Moro, 283",Acri,,info@gommeservice.it,https,React,No,Amazon Technologies Inc.,48,56,92.00,Sì,No
Giorgio Cofone,Officina autoriparazioni,,328 413 8382,"SS660, 62",Acri,,,,,,,,,,,
Pitstop Car Wash,Autolavaggio,,328 611 2377,Strada Statale 56,Altilia,,,,,,,,,,,
