Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
AUTOSALONE SANDANO di Bussolin Marianna,Rivenditore di auto,,391 723 0355,"Via Giuseppe di Vittorio, 13",Agna,,,,,,,,,,,
Pometto Adriano,Negozio di ricambi per auto,,049 538 1159,"Via Bosco, 15",Agna,,,,,,,,,,,
Autonoleggio con conducente Mr Hui,Servizio taxi,,324 869 6688,"Via Pelaloco, 19",Agna,,,,,,,,,,,
Autofficina 2Esse Autotech,Officina autoriparazioni,,347 764 1368,"Via Primo Maggio, 4A",Anguillara Veneta,,,,,,,,,,,
Viaggi Granata Stefano Noleggio Pullman,Noleggio di autobus,,329 690 7465,Via del Commercio,San Martino di Venezze,,,,,,,,,,,
Carrozzeria Barbierato Di Barbierato Giovanni,Carrozzeria,,049 538 1498,"Via Pietra, 80",Agna,,,,,,,,,,,
Autofficina Da Pian Gianni,Meccanico e assistenza automobili,,0437 523358,"Corso Italia, 68",Alleghe,,,,,,,,,,,
Alleghe Funivie,Funivia,http://www.alleghefunivie.com/,0437 523544,"Corso Venezia, 3",Alleghe,,info@alleghefunivie.com,https,React,No,Logos Technologies S.r.l.,59,66,85.00,Sì,No
Alleghe - Jolly Speed Taxi,Servizio taxi minibus,http://www.alleghejollyspeedtaxi.com/,338 896 6234,"Via Santa Maria dei Battuti, 21",Alleghe,,alleghejolyspeedtaxi@gmail.com,http,React,No,Aruba S.p.A.,36,42,92.00,Sì,No
Noleggio Sci e E-bike da Duilio,Noleggio sci,https://noleggioscidaduilio.com/,371 134 6909,"dello stadio, Via Lungo Lago",Alleghe,,,https,React,No,Google LLC,66,44,92.00,Sì,No
Taxi Alleghe Dolomites Company,Servizio taxi,http://www.taxialleghe.com/,340 679 6016,"Via Str, Sede Legale, Alie BL IT, Via Giovanni Pascoli, 16",Alleghe,,info@taxialleghe.com,https,WordPress,Sì,Aruba S.p.A.,83,99,85.00,Sì,No
Carrozzeria Braghin S.n.c.,Carrozzeria,,0426 21262,"Via Peschiera, 5",Adria,,,,,,,,,,,
Dolomitissime | Dolomiti Rentals,Agenzia immobiliare,https://www.dolomitissime.com/,0437 195 5005,"Piazza John Fitzgerald Kennedy, 11/12",Alleghe,,,https,React,Sì,OVH SAS,56,74,85.00,Sì,No
Noleggio Sci Alleghe Rent Alleghe,Noleggio sci,https://www.rentalleghe.com/,347 893 8410,"Corso Italia, 8",Alleghe,,inforentalleghe@gmail.com,https,WordPress,Sì,Aruba S.p.A. Network,72,86,100.00,Sì,No
STILCAR Ford-Suzuki-Adria,Mercatino dell'auto,,349 730 2467,"Via E. Filiberto, 39",Adria,,,,,,,,,,,
Autoservizi Granata Andrea NCC. NOLEGGIO BUS GRANTURISMO,Noleggio di autobus,http://www.autoservizigranata.com/,049 952 0396,Via Canareggio,Anguillara Veneta,,autoservizigranata@gmail.com,https,WordPress,No,OVH SAS,64,93,92.00,Sì,No
C.Elle Sport Rent & Shop,Noleggio sci,http://www.cellesport.com/,348 275 2772,"Via Lungo Lago, 4",Alleghe,,info@cellesport.com,https,React,Sì,Google LLC,32,47,85.00,Sì,No
LORO Adria loc.Amolaretta di Visentini Simone,Benzinaio,,331 895 5243,"Località Amolaretta, 21",Adria,,,,,,,,,,,
Smart Rent,Noleggio sci,https://www.smartrentalleghe.com/,351 571 9094,"Via Monte Civetta, 25",Piani di Pezzè,,,https,WordPress,No,Netsons s.r.l.,68,93,100.00,Sì,No
Franzoso John,Carrozzeria,,0426 23623,"Via Merano, 5",Adria,,,,,,,,,,,
