Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Casa Di Riposo La Collina,Casa di riposo,,0881 981065,"Via Giuseppe Mirabella, 72",Accadia,,,,,,,,,,,
Casa Di Riposo Anna Maria Zirillo,Casa di riposo,,0882 689477,"Via Papa Giovanni XXIII, 4",Chieuti,,,,,,,,,,,
Contrada Santa Maria s.n.c.,Casa di riposo,,334 732 2023,"Unnamed Road, 71010",Carpino,,,,,,,,,,,
Fondazione Bonuomo,Casa di riposo,,0881 022625,"Vico I Sant'Antonio, 28",Deliceto,,,,,,,,,,,
Villa Anita | Comunità di Riabilitazione,Casa di cura,,0884 599220,"Via Colombo, 2",Rodi Garganico,,,,,,,,,,,
Fondazione Sacro Cuore di Gesù,Casa di riposo,http://www.casadiripososacrocuoredigesu.it,0881 984086,"Via Monsignor Donato Pagano, 1",Sant'Agata di Puglia,,erprogrammer@hotmail.it,http,React,No,Aruba S.p.A. Network,71,100,91.00,Sì,No
Casa Di Riposo,Casa di riposo,,0881 558191,"Via Montetto, Casalnuovo Monterotaro, FG 71033",Casalnuovo Monterotaro,,,,,,,,,,,
Villa Libera Casa per la vita,Casa di cura,,347 938 1616,Contrada Mascherizzo,Rodi Garganico,,,,,,,,,,,
Centro anziani URIA,Centro anziani,,342 0916 9203,Via S. Cirillo,Carpino,,,,,,,,,,,
RSSA Maria S.S. della Serritella,Casa di riposo,,0881 510047,"Via Principe Umberto, 70",Volturino,,,,,,,,,,,
R.S.A. IL GIRASOLE,Casa di cura per lungodegenti,http://rsailgirasole.it,0881 961160,Via Martiri di Marzabotto,Bovino,,info@rsailgirasole.it,https,WordPress,No,Aruba S.p.A.,59,78,83.00,Sì,No
RSSA Io Abito Qui,Casa di cura,https://www.sanitapiu.it/strutture/io-abito-qui,0881 612931,"Via Isonzo, 30",Motta Montecorvino,,info@sanitapiu.it,https,WordPress,Sì,Aruba S.p.A.,52,76,85.00,Sì,No
Casa di riposo Virgo Carmeli,Casa di riposo,,0972 720784,"Via Michele Rigillo, 43",Rionero In Vulture,,,,,,,,,,,
Villa Miravalle,Casa di riposo,,800 629 865,"Via Piano, 199",San Sossio Baronia,,,,,,,,,,,
Casa per Anziani Sant'Antonio (Casa di riposo Madonna del Carmine),Casa di riposo,,0881 174 5342,P.za del Carmine,Foggia,,,,,,,,,,,
Casa per la Vita - Sicura srl,Casa di cura,,0881 188 1756,Contrada Brecciolosa,San Marco La Catola,,,,,,,,,,,
