Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Beb A CASA D NENÉ,Bed & Breakfast,,345 455 9874,"Via Cesare Battisti, 117",Lesina,,,,,,,,,,,
B&B Poesia,Bed & Breakfast,,333 630 7652,"Corso Umberto I° di Savoia, 4",Lesina,,,,,,,,,,,
Bed & Breakfast Piazza Matteotti,Bed & Breakfast,,328 967 3240,"Via G. Garibaldi, 51",Stornara,,,,,,,,,,,
B&B Marconi,Bed & Breakfast,,347 242 1672,"Via Po, 29",Poggio Imperiale,,,,,,,,,,,
Grotta degli Ulivi,Ristorante,http://www.grottadegliulivi.it/,0882 645834,Contrada Dell'Incoronata,Apricena,,,http,WordPress,No,Serverplan s.r.l.,62,89,100.00,Sì,No
B&B La Dimora degli Artisti,Bed & Breakfast,https://www.hotelsandiamo.com/la-dimora-degli-artisti/,375 628 3312,"Via Mario Tizzano, 33",Foggia,,,https,WordPress,No,"Cloudflare, Inc.",100,100,92.00,Sì,No
Bed & Breakfast Corso Roma,Bed & Breakfast,http://bnbcorsoroma.it/,349 640 3977,"Piazzale Andrea Costa, 2",Apricena,,,http,Shopify,No,"Amazon.com, Inc.",68,87,100.00,Sì,No
B&B RISTOBAR CRISTAL AGE (Siria b&b),Bed & Breakfast,https://bb-ristobar-cristal-age.albergo.top/,376 095 3641,"S.S. 89 KM 3, Via Apricena, 480",San Severo,,,https,React,No,Contabo GmbH,50,82,92.00,Sì,No
Agriturismo Masseria Mascitelli,Agriturismo,,328 325 7034,S.P. 110 km 29+100,Orta Nova,,,,,,,,,,,
La Casa di Nonna Lina,Bed & Breakfast,,335 825 4553,"Via Irpinia, 3/A",Ordona,,,,,,,,,,,
B&B Federico II,Bed & Breakfast,,346 825 5931,Corso Generale Torelli,Apricena,,,,,,,,,,,
B&B Al Volo 2,Bed & Breakfast,,366 305 5998,"Piazza S. Francesco D'Assisi, 3",Foggia,,,,,,,,,,,
B&B via Roma,Bed & Breakfast,https://bb-via-roma.hotelperiviaggi.top/,377 532 6536,"Via Roma, 77",San Severo,,,https,React,No,Contabo GmbH,53,80,92.00,Sì,No
b&b A 2 Passi da...,Bed & Breakfast,https://a2passida.it/,347 854 6954,"Viale XXIV Maggio, 98",Foggia,,aduepassifg@gmail.com,https,Mobirise,Sì,SEEWEB s.r.l.,67,91,73.00,Sì,No
Residenza Del Sele,Bed & Breakfast,http://www.bebfoggia.it/,331 437 3464,"Corso Pietro Giannone, 1 a",Foggia,,,http,Shopify,No,Aruba S.p.A,62,95,92.00,Sì,No
B&B Da Nicola,Bed & Breakfast,,331 288 3795,"Via Giovanni Pascoli, 9",Poggio Imperiale,,,,,,,,,,,
B&B Lei,Bed & Breakfast,https://www.hotelsandiamo.com/bb-lei/,338 270 5126,"Viale XXIV Maggio, 33",Foggia,,,https,React,No,"Cloudflare, Inc.",100,100,92.00,Sì,No
B&B Maison Du Relax,Bed & Breakfast,https://lamaisondurelaxrooms.it/,375 630 7731,"Via Trieste, 39",Foggia,,,https,WordPress,No,Server Plan S.r.l.,97,100,92.00,,No
GAPO Rooms,Bed & Breakfast,http://gapoart.it/,320 325 6952,"Via Paolo VI, 54",Orta Nova,,apuliaart@gmail.com,http,React,Sì,Google LLC,61,85,100.00,Sì,No
Albergo Bellavista,Hotel,,0884 900358,"Via Mazzini, 330",Carpino,,,,,,,,,,,
B&B Abatjour,Bed & Breakfast,https://www.bbabatjour.it/,351 713 7194,"Via Piave, 10",Foggia,,info@bbabatjour.it,https,React,No,Seeweb srl,64,73,91.00,Sì,No
Villa Santacroce,Bed & Breakfast,https://villasantacroce.org/,0882 454782,"Via Santa Croce, 21",San Giovanni Rotondo,,villasantacrocesgr@yahoo.it,https,Angular,No,Amazon Technologies Inc.,40,33,92.00,Sì,Sì
Agriturismo Biorussi,Azienda agricola biologica,https://www.biorussi.com/,0884 596765,Contrada Macchiarotonda,Carpino,,info@biorussi.com,https,Joomla,Sì,Hetzner Online GmbH,56,67,85.00,Sì,No
