Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Anna Caporusso Hair Studio,Salone da parrucchiere,,080 532 5518,"Via Roma, 99",Modugno,,,,,,,,,,,
Red Fashion Barber Shop,Barbiere,,080 859 5149,"Via Piemonte, 86",Modugno,,,,,,,,,,,
Dietro Le Quinte Gent Salon,Barbiere,,080 990 9672,"Viale della Repubblica, 50i/1",Modugno,,,,,,,,,,,
Hairstylist Group,Salone da parrucchiere,,080 504 1748,"Via Giovanni Modugno, 12/A/B",Bari,,,,,,,,,,,
Parrucchiere da uomo Donato,Parrucchiere,,368 701 7504,Via Cesare Battisti,Modugno,,,,,,,,,,,
Parrucchiere Fascino Uomo di Tonio Cancellara,Parrucchiere,,349 366 6829,"Via Rossini, 47",Modugno,,,,,,,,,,,
Art&Fashion,Parrucchiere,,338 470 8839,"Via Giosuè Carducci, 39",Modugno,,,,,,,,,,,
Hair Stylist di Contessa Rita,Salone da parrucchiere,,080 883 6673,"Via Sardegna, 5",Modugno,,,,,,,,,,,
La Maison Parrucchieri,Parrucchiere,,327 902 1355,"Via Roma, 61",Modugno,,,,,,,,,,,
Gbgreen parrucchieri estetica,Parrucchiere,https://www.gruppobeaute.it/listino-prezzi-parrucchiere-gruppo-beaute-auchan-modugno/,080 536 7891,"Via Palese, 12 A",Modugno,,info@gruppobeaute.it,https,Angular,No,Aruba S.p.A.,59,98,92.00,Sì,No
Harem Parrucchieri di Milena De Benedictis,Salone da parrucchiere,,393 815 6925,"Via Paradiso, 22/A",Modugno,,,,,,,,,,,
francesco hair studio donna,Salone da parrucchiere,,080 497 0979,"Via Mafalda di Savoia, 18",Noci,,,,,,,,,,,
